نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,من از تیرماه دارم استفاده میکنم خیلی عالیه نه میریزه و ضد حساسیت هست صبح بزنم تا عصراز سرکار برگردم همنجورمثل اولشه امیدوارم تخفیف بزاره دوباره بگیرممم,0,true,2026-01-17T01:52:23.383604+03:30,ترکیبی,0.74,تخفیف | حساسیت و واکنش پوست/مو | رضایت کلی | تجربه محصول,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو | تخفیف,true,بالا,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,چند ساله فقط از این ریمل استفاده میکنم و راضیم فقط گرون شده,0,true,2026-01-16T15:32:06.6493148+03:30,مثبت,0.79,قیمت | تجربه محصول | رضایت کلی,قیمت,قیمت,true,پایین,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,"برای بار سومه میخرم خیلیییی عالیهههه
برای کسانی که طولانی مدت نیاز به ریمل دارن که نریزه و ضد اب باشه بهترین انتخابه",0,true,2026-01-14T19:37:51.6604154+03:30,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,کالیستا واقعا حرف نداره توی همه ریمل هایی ک امتحان کردم کالیستای بنفش چیز دیگه ایه,0,true,2026-01-13T01:31:41.4592993+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,عاشقشم. خط چشمشم فوق العادسسسسسس,0,true,2026-01-10T01:49:27.9569055+03:30,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,من ازش راضی هستم عالی بود,0,true,2026-01-08T10:44:28.6688492+03:30,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,عالیه بهترین مارکیه ک استفاده میکنم حرف نداره,0,true,2026-01-08T00:51:46.2984945+03:30,مثبت,0.91,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,من عاشق این ریمیل هستم، واقعا یکی از بهترین ریمیل هاس، مشکی ، پر پشت و بلند میکنه مژه رو ، ولی باید حتما با میسلار واتر پاک بشه تا سیاهیش نمونه زیر چشم,0,true,2026-01-06T12:35:51.6970449+03:30,مثبت,0.67,نیاز به تست بافت، رنگ، بو | رضایت کلی,نیاز به تست بافت، رنگ، بو,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,الان به دستم رسیذه، چرا اینقدر مواد داخلش کم شده؟ اصلا سرش اغشته به مواد نمیشه حتی .,0,true,2026-01-05T12:51:08.382132+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ریمل حجم دهنده اکستند ولوم,https://www.khanoumi.com/products/callista-extend-volume-4-in-1-mascara-19728,ریمل,بین تمامی ریمل هایی ک استفاده کردم کالیستا بنفش بهترین بود اما قیمتش خیلی بالا رفته,0,true,2026-01-01T11:43:18.1959685+03:30,مثبت,0.67,تجربه محصول | قیمت | رضایت کلی,قیمت,,false,ندارد,false,
