نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,توصیه نمیکنم واسه من اصلا خوب نبود و کیفیت عادی رو به پایینی داشت,0,true,2024-04-08T21:34:03+00:00,منفی,0.91,نارضایتی کلی | کیفیت محصول,کیفیت محصول,نارضایتی کلی | کیفیت محصول,true,متوسط,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,این محصول عالیه ,0,true,2024-04-03T11:11:03+00:00,مثبت,0.79,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,مو رو نرم و لطیف میکنه، چرب نیس و سبکه، بوی خودش خوبه اما روی مو نمیمونه بوش,0,true,2024-03-16T16:48:14+00:00,مثبت,0.67,بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"سرم خوبیه و موها رو نرم میکنه، تا حدودی وز مو رو هم میگیره
اصلا چرب نیست و بعد از استفاده کاملا جذب مو میشه
بسته بندی هم عالی بود و سالم بع دستم رسید با تاریخ انقضای زیاد ",0,true,2024-03-14T23:17:31+00:00,مثبت,0.79,تاریخ انقضا | بسته‌بندی | رضایت کلی,تاریخ انقضا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,واقعا آرگانه،بدون چرب شدن مو،موهارو آبرسانی میکنه و خیلی هم خوشبو,0,true,2024-03-11T16:02:17+00:00,خنثی,0.35,بو و رایحه | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"محصول خوبیه موهای من بخاطر دکلره سوخته اما موهامو کاملا نرم میکنه و وقتی رو موهای مرطوب میزنی مو رو چرب نمیکنه و وز مو رو تا حد زیادی میگیره 

هم برای موهای لخت خوبه هم فر چون رو هر دو مو امتحان کردیم موهای فر رو خوش حالت میکنه و وزشو تا حد زیادی  میگیره",0,true,2024-03-06T12:51:38+00:00,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,من کاملا راضی هستم ازش و تاثیر خیلی خوبی داشت برای بهبود موهام بعد دکلره. مهمه که بصورت مرتب و در یک روتین مناسب و به مقدار کافی ازش بعد حمام استفاده کنید.اگه زیاد بزنین موهاتون چرب میشه اما بطور کلی من راضی بودن و دو سال هست که مصرف میکنم. اگه وقتی که موهاتون نم داره کرم مو بزنید و بعد چند دقیقه از سرم مو استفاده کنید تاثیرشو بهتر میبینی. من موهامو با سشوار خشک نمیکنم و میذارم خودش خشک شه. بوی مصبوعی هم داره.,0,true,2024-03-04T19:17:15+00:00,مثبت,0.91,اثربخشی | بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,خیلی خوبه مو هارو نرم میکنه و بوی خوبی داره,0,true,2024-03-04T10:55:29+00:00,مثبت,0.79,رضایت کلی | بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,باعث ریزش موی بسیار شدید من شد تا استفاده ازش رو قطع کردم ریزش موهام تموم شد ,0,true,2024-02-19T17:07:55+00:00,خنثی,0.35,موجودی کالا,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"خیلی خوبه 
مو ها رو نرم می کنه
بوی عالی 
برای قبل سشوار هیلی خوبه",0,true,2024-01-25T20:35:39+00:00,مثبت,0.95,رضایت کلی | بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,نرم کنندگی داره و تا حدی وز مو رو میگیره,0,true,2024-01-23T13:20:43+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,بوی خوبی داره,0,true,2024-01-21T11:47:43+00:00,خنثی,0.35,بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,بوی تندی داره ,0,true,2024-01-11T20:59:29+00:00,خنثی,0.35,بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,من راضی بودم وز موهارو کمتر میکنه و حالت بهتری به مو میده من بعد از حمام با موی نمدار استفاده میکنم,0,true,2024-01-09T18:26:11+00:00,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"این سرم مو عاالیه بوی خوبی هم داره 
اما بسته بندی ک برام اومد کلی ازش ریخته بود 
لطفا با دقت بیشتری محصولات رو بسته بندی کنید ",0,true,2024-01-01T17:19:24+00:00,خنثی,0.35,بسته‌بندی | بو و رایحه | کالای آسیب‌دیده | تجربه محصول,کالای آسیب‌دیده,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,عالیه ,0,true,2023-12-29T22:39:17+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,موهارو نرم و خوشبو میکنه و کمی صاف،دوباره میخرمش,0,true,2023-12-24T10:46:59+00:00,خنثی,0.35,خرید مجدد | بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,شاااااااااارژ کننننییییدددد,0,true,2023-12-13T22:12:09+00:00,خنثی,0.35,موجودی کالا,موجودی کالا,موجودی کالا,true,متوسط,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,توروخدا شارژ کنید هر بار میام میبینم نیس چند ماهه منتظرمممممم,0,true,2023-12-13T22:11:23+00:00,خنثی,0.35,موجودی کالا,موجودی کالا,موجودی کالا,true,متوسط,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,اولش یه حالت سیلیکونی و بسیار لطیف داره ولی به محض اینکه خشک میشه اثرش میره انگار هیچی نزدی. من سرم کراتین سریتا رو ترجیح میدم. ,0,true,2023-12-10T21:27:28+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,فوق العاده ,0,true,2023-12-03T10:34:17+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,چرا این محصول رو موجود نمیکنید موجودش کنید لطفاااااا,0,true,2023-12-02T20:55:00+00:00,خنثی,0.35,موجودی کالا | تجربه محصول,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,باعث ریزش مو در من شد,0,true,2023-12-02T13:01:52+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"خیلی خوشبو و خوبه 
",0,true,2023-11-27T11:24:21+00:00,مثبت,0.67,بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,لطفاً دوباره موجودش کنید و تو تخفیف بذارید ,0,true,2023-11-26T22:44:04+00:00,خنثی,0.35,تخفیف | موجودی کالا,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,لطفاً دوباره موجود کنید و تو تخفیف بذارید,0,true,2023-11-26T22:43:28+00:00,خنثی,0.35,تخفیف | موجودی کالا,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"کی این محصول شارژ میشه ؟
امکانش هست واسه همین یکی دو روز شارژش کنید؟",0,true,2023-11-22T17:33:24+00:00,خنثی,0.35,موجودی کالا | تجربه محصول,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,خواهش میکنم دوباره توی تخفیفات بذارید لطفاااا,0,true,2023-11-22T15:33:25+00:00,خنثی,0.35,تخفیف,تخفیف,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,لطفا باز تخفیف بزارید این محصول رو,0,true,2023-11-22T10:09:09+00:00,خنثی,0.35,تخفیف | تجربه محصول,تخفیف,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,محصول خیلی خوبیه,3,true,2023-09-19T00:20:16+00:00,مثبت,0.67,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,"آف بزنید خواهشاً 
اومدم بخرم آفش تموم شد ",6,true,2023-08-25T13:04:28+00:00,خنثی,0.35,موجودی کالا | تخفیف,موجودی کالا,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,بهترین روغنی بودم ک من خریدم بوش خیلی خوبه خیلی موها رو نرم میکنه عالی ,3,true,2023-08-14T19:23:16+00:00,مثبت,0.95,رضایت کلی | بو و رایحه | تجربه محصول,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,عاالییییهه، موهارو نرم و لطیف میکنه.خیلییم خوشبوعه,2,true,2023-06-11T20:14:51+00:00,خنثی,0.35,بو و رایحه,بو و رایحه,,false,ندارد,false,
سرم مو مدل آرگان نوتریسل حجم 100میلی لیتر,https://www.khanoumi.com/products/neuderm-nutrisol-argan-hair-serum-100ml-30307,سرم و روغن مو,خیلی خوبه.حدود دو ساله که مرتب دارم استفاده میکنم ،برای منی که پوست سرم چربه این سرم باعث میشه دیرتر موهام چرب شن.,0,true,2023-06-10T23:04:40+00:00,مثبت,0.79,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,خیلی خوبه. ,0,true,2024-04-23T18:12:30+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,تخفیف بیشتر بزارید تا سفارش بدیم مثلا 50 درصد,0,true,2024-04-20T21:33:40+00:00,خنثی,0.35,تخفیف,تخفیف,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,خیلی خوشبو هست و زود جذب میشه و بسیار عالی نرم میکنه. وقتی دست خیس بشه سریع پاک نمیشه . برای صورت خوب نیس و خیلی چربه. از وقتی اینو زدم مشکل خشکی دور ناخنم برطرف شده و پوستم خیلی بهتر شده ,0,true,2024-04-18T18:08:00+00:00,مثبت,0.79,بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,"برای دست عالیه. ولی صورت باعث جوش میشه 
مقدارش زیاد وبه صرفه هست ",0,true,2024-03-05T14:20:26+00:00,مثبت,0.79,رضایت کلی | قیمت | حساسیت و واکنش پوست/مو | حجم و مقدار,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,برا بار اول خریدمش، بو داره و بوش اذیتم میکنه، چون من روی بو حساسم اما از نظر مرطوب کنندگی و آبرسانی بنظرم عالیه، سریع خشکی پوست رو برطرف میکنه خریدش صرفه هست ,0,true,2024-03-04T15:33:26+00:00,مثبت,0.79,بو و رایحه | تجربه محصول | رضایت کلی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,بهترین کرم بی نظیر هست برای آبرسانی عالی عالی من برای چندمین  بار خریدم ,0,true,2024-03-03T20:31:37+00:00,مثبت,0.91,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,عااالیه اصلا باعث جوش نمیشه و خیلی هم به صرفه هست. مرسی از خانومی,0,true,2024-02-17T15:45:11+00:00,مثبت,0.91,رضایت کلی | قیمت | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,شهریور 1402 خریدمش، عااالی بود، هنوزم دارمش,0,true,2024-01-27T12:46:29+00:00,مثبت,0.79,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,بوی ملایمی داره، بافتش خوبه و در کل خوبه,0,true,2024-01-21T08:37:23+00:00,مثبت,0.79,بافت محصول | بو و رایحه,بافت محصول,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,کیفیت و بافت خوبی داره فقط حیف که محصولات و خیلی دیر به دست مشتری میرسونید,0,true,2024-01-11T11:56:40+00:00,خنثی,0.35,کیفیت محصول | بافت محصول | تجربه محصول,کیفیت محصول,,false,ندارد,false,
کرم مرطوب کننده مدل Optimal Hydrosense حجم 150 میلی لیتر,https://www.khanoumi.com/products/neuderm-optimal-hydrosense-hydrating-cream-150ml-30304,کرم و مرطوب‌کننده صورت,نرم کننده ی عالی ایه من واسه دستام استفاده میکنم پوستم دستمو خیلی خوب کرده,0,true,2024-01-04T01:03:09+00:00,مثبت,0.91,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
