نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,من 36 رو خریدمم ببین بی نظیره خیلیییییی خوشگله میخوام بقیه رنگاشم بگیرم,0,true,2025-11-08T19:53:16.5899532+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,"رنگش خوبه و شفاف و براقه رو لب
ولی خیلی سایزش کوچیکه 
فکر میکردم بزرگ تر باشه",0,true,2025-11-04T17:51:33.7410898+03:30,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,من شماره 36 رو خریدم به نظرم خوشگله یه مقداری حس چسبندگی و سنگینی داره برای من ولی درکل به نظرم زیباست.,0,true,2025-10-29T17:01:06.3495185+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,"من شماره 36 رو خریدم و به شدت پیشنهاد می کنم
شاین کمی داره و خوشبو و ماندگاری بالایی داره",0,true,2025-10-28T14:23:06.1494054+03:30,خنثی,0.35,ماندگاری | بو و رایحه | تجربه محصول,بو و رایحه,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,همیشه میخریدم اینبار از خانومی خریدم و بازم مثل همیشه عالی بود خیلی دوسش دارم,0,true,2025-09-06T13:57:59.2438738+03:30,مثبت,0.79,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,رنگاش خیلی قشنگن فقط حیف چسبندگی داره,0,true,2025-09-05T10:44:27.790496+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,چسبندگی داره و اصلا جالب نیست,0,true,2025-08-27T10:20:52.3691879+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,تا حالا 5 تا ازش گرفتم کسایی لیب گلس خیلی استفاده میکنن دوس دارن رنگایی که استفاده کردم واقعا خوش رنگ بودن 33 34 36  رازی بودم ازش,0,true,2025-08-21T07:09:42.6233353+00:00,خنثی,0.35,تجربه محصول | رنگ و شید,رنگ و شید,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,خییلی راضی ام دو تا خریدم و پیشنهادش میکنم,0,true,2025-08-06T07:57:50.1692728+00:00,مثبت,0.79,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,من سه رنگشو خریدم تا حالا، هر سه روی لب خیلی قشنگ و شیک به نظر میان و بوشون هم خوبه اما حالت لیپ گلاس دارن و به تیرگی رنگ عکساشون و کاتالوگ نیستن اصلا، ماندگاریشون کمه و دائم باید شارژشون کنین و کمی هم چسبناک هستن. نسبت به حجمشون هم قیمتشون بالاس، اما در کل من دوستشون داشتم و به نظرم خریدش می ارزید. رنگای دیگه شم باز میخرم.,0,true,2025-06-30T21:44:26.5343844+00:00,مثبت,0.67,ماندگاری | بافت محصول | رنگ و شید | تجربه محصول | رضایت کلی,بافت محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,من برق لبش رو گرفتم خیلی چسبناکه. حالا نمی دونم بقیه برق ناخن های دیگه هم همینن یا نه. ولی در کل رو لب من حس خوبی نداشت برام.,0,true,2025-03-24T13:38:06.1264073+00:00,خنثی,0.35,بافت محصول | تجربه محصول,بافت محصول,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,من شماره 33 رو خریداری کردم نظرات رو هم خونده بودم و رضایت داشتند ولی متاسفانه اصلا کیفیت نداره اصلا پیشنهاد نمیشه,0,true,2025-03-06T02:04:28.5691405+00:00,منفی,0.67,کیفیت محصول,کیفیت محصول,کیفیت محصول,true,متوسط,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,لطفا 33موجود کنید,0,true,2025-02-04T18:34:10.0297674+00:00,خنثی,0.35,موجودی کالا,موجودی کالا,,false,ندارد,false,
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رژ لب,"شماره 36 گرفتم
باتوجه به کد رنگ خیلی رنگ نداره ولی خیلی خوش رنگه
تو تخفیف خریدشو توصیه می‌کنم
خیلی نرم و بادوام",0,true,2025-02-01T22:46:29.9642505+00:00,مثبت,0.67,تخفیف | رنگ و شید | پیشنهاد به دیگران | تجربه محصول,تخفیف,,false,ندارد,false,
