نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,عالی بودن محصولات و تخفیف و تاریخ انقضای طولانیشون و البته هدیه خوبتون.,3,true,2020-01-16T15:10:54+00:00,مثبت,0.79,تاریخ انقضا | تخفیف | رضایت کلی | خرید هدیه | تجربه محصول,تاریخ انقضا,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,"بوی خیلی خوبی داره...بوی نارنگی و پرتقال😍
منافذ پوست رو تا حدودی میبنده که بعد استفاده قابل دید هست
پوست رو سرحال میکنه
به نظرم نسبت به قیمتش خیلی مقدار و حجم خوبی داره چون یه مقدار کم برای کل صورت کافیه
در کل خیلی خوب هست",3,true,2019-11-20T08:20:20+00:00,مثبت,0.91,بو و رایحه | حجم و مقدار | رضایت کلی,بو و رایحه,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,بوی خیلی خوبی داره و پوست رو شاداب میکنه😍,5,true,2019-10-22T01:31:17+00:00,مثبت,0.67,بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,لايه برداريه ملائم و خوبى داره و پوستمو روشن كرده .راضيم,3,true,2019-10-21T22:48:44+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,اول اینکه بوی پرتغال میداد و بعد از استفاده پوست یه درجه دو درجه روشن تر میشه من ک خیلی دوسش دارم😍,2,true,2019-10-19T15:52:12+00:00,خنثی,0.35,بو و رایحه,بو و رایحه,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,من روزی 2 بار ازش استفاده میکنم و بنظرم منافذم رو کوچک تر کرده!!,0,true,2019-10-19T14:22:23+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,چربی پوستم رو کنترل میکنه و عطر خوبی داره.,0,true,2019-10-13T23:06:21+00:00,خنثی,0.35,رضایت کلی,رضایت کلی,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,یک انتخاب عالیییی بود. با توجه به قیمتش کاریش بیشت بودتا الان سه تا از اینا تمام کردم،تاثیراتش موندگاره حتی اگر مدتی نزنید، من خیلییی راضی بود. حتما بخرید,2,true,2019-10-07T13:34:35+00:00,مثبت,0.91,اثربخشی | رضایت کلی | پیشنهاد به دیگران,اثربخشی,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,خیلی محصول خوبی بود با توجه به قیمت مناسبش اصلا فک نمی کردم اینجور باشه ولی انقدر حس خوبی بعد از استفاده داری که حد نداره ,1,true,2019-10-03T18:19:26+00:00,خنثی,0.35,قیمت | تجربه محصول,قیمت,,false,ندارد,false,
تونیک پوست سری روشن کننده مدل ACNPro حجم 250 میلی لیتر,https://www.khanoumi.com/products/seagull-vitamin-c-clarifying-tonic-19948,سایر محصولات,خوبه ولی من باهاش جوش ریز میزنم هم این محصول هم فوم,2,true,2019-09-30T23:33:40+00:00,مثبت,0.67,تجربه محصول | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
