نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,از خانومی نمی‌گیرم این محصول رو ولی دو ساله که شارژش می‌کنم و کاملا روشن می‌کنه لک ها رو. بار اول هم دکتر داده بود بهم,0,true,2026-08-14T20:52:11.8593356+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,من که تاثیری ندیدم با یه تیوپ و استفاده هر شب,0,true,2026-08-04T00:36:50.7736758+03:30,خنثی,0.35,اثربخشی,اثربخشی,,false,ندارد,false,
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,من پوستم اصلا مستعد جوش نیست ولی وقتی شب اینو می‌زنم صبح بیدار میشم می‌بینم دقیقا روی صورت و گردنم جوش زده.,0,true,2026-05-21T09:57:17.8298943+03:30,خنثی,0.35,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,دکتر پوست برای نوشتن این پمادو...برای روشن کردن پوست..ولی گفتن حتما روز بعدش باید ضد آفتاب بزنی وگرنه لک هات پررنگ تر میشه,0,true,2026-01-01T09:58:23.2086977+03:30,خنثی,0.35,ترکیبات,ترکیبات,,false,ندارد,false,
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,من برای مادرم گرفتم و راضی بود ولی باید پر بزنی,0,true,2025-01-31T19:36:03.4807274+00:00,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
لوسیون ضد چروک سی 20 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c20-anti-wrinkle-lotion-27367,کرم دست و بدن,بد نیست کمی کم رنگ میکنه لک و التهاب صورت رو ولی چربه ,0,true,2024-07-09T23:39:32+00:00,مثبت,0.67,حساسیت و واکنش پوست/مو | رنگ و شید,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,مزیتش اینه که سبکه و باعث میلیا نمیشه,0,true,2026-08-13T12:45:28.0679944+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,"سبک و جذب خوبی داره
وقتی استفاده میکنم کامل حس میکنم اطراف چشمم داره آبرسانی میشه. برای بار دوم شارژ کردم",0,true,2026-08-13T12:44:54.8519226+03:30,خنثی,0.35,تجربه محصول | موجودی کالا,موجودی کالا,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,کرم سبک و خوبی هست من دور‌ چشمم مستعد میلیا هست و این کرم باعث میلیا نشد . آبرسانی خیلی خوبی داره اگه صبح و شب مرتب استفاده بشه تأثیر خوبی داره.در‌کل‌راضی بودم و مجدد سفارش دادم,0,true,2026-07-01T00:10:46.8740938+03:30,خنثی,0.35,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,یه کرم خیلی معمولی سه هفته استفاده کردم هیچ تاثیری نداشت,0,true,2026-06-22T02:06:13.2728054+03:30,خنثی,0.35,اثربخشی | تجربه محصول | نارضایتی کلی,اثربخشی,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,بیخود ترین زیرچشم,0,true,2026-05-23T06:46:06.8946603+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,چندین بار سفارش دادم اما متاسفانه آخرین باری که سفارش دادم تیوب کاملا نصف بود واقعا انتظار نداشتم,0,true,2026-01-21T18:47:43.6992044+03:30,منفی,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم ژل دور چشم سی 10 سی فکتور,https://www.khanoumi.com/products/ardene-c-factor-c10-eye-contour-cream-gel-27368,کرم دور چشم,من چون چشمای حساسی دارم هر محصولی به دور چشمم نمی تونم بزنم، به این محصول اصلا حساسیت نشون نداد و چند وقتی به خوبی استفاده کردم تا اینکه قسمت سری تیوپ قسمت پیچ درپوش شروع کرد به پاره شدن دوباره تهیه کردم و هم زمان برای مادرم هم تهیه کردم و عجیب اینکه برای هر دو مجدد همین اتفاق تکرار شد. ابدا این کرم رو پیشنهاد نمی کنم.,0,true,2025-11-26T09:14:51.5096686+03:30,منفی,0.67,تجربه محصول | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,true,بالا,false,
