نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,خیلی خوبه خیلیییییییییی,0,true,2025-04-21T09:31:23.1893722+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,قبلا درباره اش شنیده بودم و توصیه کرده بودن، تازه خریدم و خیلی راضی هستم ازش ، سبکه و زود جذب میشه ، اصلا پوستمو براق نکرد و بوی خوبی هم داره.,0,true,2025-04-20T14:44:00.3692897+00:00,مثبت,0.67,بو و رایحه | تجربه محصول,بو و رایحه,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,بسیارعالی،بااینکه پوست خیلی چربی دارم اولین محصولیه که جوش زا نیست وراضیم ازش,0,true,2025-04-16T09:02:47.6536694+00:00,منفی,0.67,حساسیت و واکنش پوست/مو | رضایت کلی | تجربه محصول,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,true,بالا,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,عالی جوش ا نیست زود جذبه سبکه و یه ابرسان عالیه باید بعدش از مرطوب کننده استفاده کنید,0,true,2025-04-13T13:33:42.5430327+00:00,مثبت,0.67,رضایت کلی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,من اصلا راضی نبودم و دیگران هم اشاره کردن،حالت کشیدگی و خشکی بدی به پوست میده و اصلا دیگه استادش نکردم,0,true,2025-04-10T02:58:40.7282738+00:00,منفی,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,اگه رو پوست مرطوب بزنید پخش پذیریش خیلی بالا میره و مشکلتون حل میشه . به معنای واقعی کلمه ابرسانه . من بعدش مرطوب کننده میزنم . حدود یه صبح تا ظهر پوستو خوب مات نگه میداره,0,true,2025-04-09T11:51:48.1887317+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,من دو سری خریدم برای پوست من عالی بود تو این تایمی که استفاده میکنم خیلی کمتر جوش میزنم خیلی خیلی راضی هستم,0,true,2025-04-04T21:40:59.0025411+00:00,مثبت,0.91,تجربه محصول | رضایت کلی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,در جد یه ابرسان خیلیی معمولی بود اگه چیز خوبی میخایید اینو نگیرید,0,true,2025-04-03T11:54:58.6876301+00:00,خنثی,0.35,نارضایتی کلی,نارضایتی کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,عالیه من که خیلی راضی بودم,0,true,2025-04-01T11:11:35.0365368+00:00,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,کم حجمه و بنظرم ابرسانی عمیقی نداره.بیشتر هزینه کنید برای ابرسان بهتره,0,true,2025-03-29T17:22:51.5359117+00:00,خنثی,0.35,قیمت,قیمت,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,خیلییی عالیه اصلا احساس سنگینی و  چربی نمیده,0,true,2025-03-28T08:32:06.5328931+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,برای من اصلا جذب نمیشه و روی پوست میمونه،اصلا راضی نیستم و آبرسانی خوبی هم نداره.,0,true,2025-03-27T20:24:58.6377661+00:00,منفی,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,"واقعا یه آبرسان عالیه
اصلا چرب نمیکنه
سریع هم جذب میشه",0,true,2025-03-25T09:21:28.6128776+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,"این محصول آبرسانی قوی و عمقی داره
حتما درکنارش از مرطوب کننده استفاده کنید که بهتر جواب بده
میتونید از مرطوب کننده های قیمت مناسب دیپ سنس استفاده کنید بینظیرن",0,true,2025-03-13T18:59:01.033755+00:00,منفی,0.67,تجربه محصول | قیمت,قیمت,قیمت,true,پایین,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,"بسیار محصول خوبیه
زود جذبه
اصن رد چربی و حس سنگینی نداره
کاملا مناسب پوستای اسیب دیده و جوش داره
ولی روش حتما از ضدافتاب یا مرطوب کننده استفاده کنین",0,true,2025-03-09T08:33:09.7449164+00:00,خنثی,0.35,نیاز به مشاوره | حساسیت و واکنش پوست/مو | تجربه محصول,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,سلام خریدش واقعا اشتباه بزرگی بود چون هیچ فایده ای ندارعذو کیفیتش پایینه,0,true,2025-03-03T05:14:27.718459+00:00,خنثی,0.35,کیفیت محصول | اثربخشی,کیفیت محصول,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,تاثیر خاصی ازش ندیدم راکوتن خیلی بهتره,0,true,2025-03-02T11:00:43.2101553+00:00,خنثی,0.35,اثربخشی,اثربخشی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,باعث جوش نمیشه اما هیچ تاثیر آبرسانی و نرم کننده ای هم نداره  بعد از چندماه استفاده این نظرو ثبت کردم,0,true,2025-02-28T21:03:51.1427405+00:00,خنثی,0.35,اثربخشی | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,موجود کنید باتخفیف لطفا تا  سبد خریدمو کامل کنم,0,true,2025-02-25T20:25:02.523337+00:00,خنثی,0.35,تخفیف | موجودی کالا | سایت و اپلیکیشن | تجربه محصول,موجودی کالا,,false,ندارد,false,
کرم تقویت کننده و نرم کننده پوست نرمال تا خشک حاوی روغن جوجوبا 75میل,https://www.khanoumi.com/products/siloxane-smoothing-cream-for-normal-to-dry-skin-75ml-32459,نرم‌کننده و ماسک مو,پوست رو کاملا آبرسانی میکنه از خریدم راضی هستم. متشکر,0,true,2026-03-11T14:37:29.5724904+03:30,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم تقویت کننده و نرم کننده پوست نرمال تا خشک حاوی روغن جوجوبا 75میل,https://www.khanoumi.com/products/siloxane-smoothing-cream-for-normal-to-dry-skin-75ml-32459,نرم‌کننده و ماسک مو,جذب سریع و کیفیت بالایی داره . واسه کسایی که در اثر خشکی پوست خارش میگیرن خیلی مناسبه,0,true,2024-09-16T23:30:59+00:00,خنثی,0.35,حساسیت و واکنش پوست/مو | کیفیت محصول | سؤال و ابهام,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,true,بالا,false,
کرم تقویت کننده و نرم کننده پوست نرمال تا خشک حاوی روغن جوجوبا 75میل,https://www.khanoumi.com/products/siloxane-smoothing-cream-for-normal-to-dry-skin-75ml-32459,نرم‌کننده و ماسک مو,برای پوست دست های من که همیشه خشک ان خیلی خوب بود واقعا تاثیر داره و بوش هم عالیه .. به صورتم که پوست اش چربه هم چند باری زدم اثری از چربی اضافه و یا جوش ندیدم .,0,true,2024-04-29T09:50:27+00:00,مثبت,0.95,رضایت کلی | اثربخشی | بو و رایحه | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم تقویت کننده و محافظ پوست خشک حاوی روغن آووکادو 75میل,https://www.khanoumi.com/products/siloxane-protective-cream-for-dry-skin-75ml-32460,کرم و مرطوب‌کننده صورت,محصولات سیلوکسان حرف نداره . جذب سریع و کیفیت عالی,0,true,2024-09-16T23:31:36+00:00,مثبت,0.79,کیفیت محصول | تجربه محصول | رضایت کلی,کیفیت محصول,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,خیلی خوبه پوستم چربه میزنم قشنگ مات میکنه دیگه براق نیستش زودم جذب میشه عالیه,0,true,2025-02-23T11:01:09.1699972+00:00,مثبت,0.95,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,کرم و مرطوب‌کننده صورت,"راضی نبودم
پوستم مختلطه و با این آبرسان جوش میزنم",0,true,2025-02-22T21:28:22.0568123+00:00,منفی,0.67,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,true,بالا,false,
