نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,شماره ۱۰۶ رو  گرفتم رنگش صورتیه خیلیییی ملایمه.برای آرایش لایت رنگش  عالی و طبیعیه فقط متاسفانه دوامش خیلی کمه.,7,true,2017-05-04T00:51:41.5266667+00:00,ترکیبی,0.66,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,شانس لطفا,7,true,2017-02-25T01:32:04.78+00:00,خنثی,0.35,سایر,سایر,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,"سلام 
مناسب چه نوع پوستیه؟ پوست مختلط با یکم منافذ باز دارم. ممکنه رنگشونو هم بنویسین . عکس خیلی گویا نیست",5,true,2016-10-29T16:48:33.3233333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,لطفن برا ی روز دیگه تمدید کنید ,1,true,2016-09-20T00:11:03.3633333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,من دیشب کلی جنس خریدم که این لژ گونه هم بود.  الان تخفیف خورده 😕یعنی کاریش نمیشه کرد که برای منم با تخفیف حساب یشه,3,true,2016-09-19T10:21:12.15+00:00,خنثی,0.35,تخفیف | تجربه محصول,تخفیف,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,خانومی جان صورتی روشن کدوم شماره میشه؟؟ 104؟,5,true,2016-09-18T14:28:28.9733333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,سلام. ممنون از بسته بندی های خوبتون. همین الان سفارش هام به دستم رسید. من شماره 102 این رژ گونه رو سفارش دادم که با توجه به عکسی که اینجا اومده باید تناژ صورتی داشته باشه و من به هوای صورتی بودن خریدمش اما الان که بازش کردم می بینم کوچکترین شباهتی به صورتی نداره و بیشتر شبیه گلبهی تیره ست تا صورتی. خلاصه خورد توی ذوقم واقعا,5,true,2016-08-09T14:09:35.8033333+00:00,مثبت,0.67,بسته‌بندی | تجربه محصول | ارسال کالا | رنگ و شید | رضایت کلی,ارسال کالا,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,"کدوم رنگش قشنگتره؟؟
",3,true,2016-08-01T10:29:09.28+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,خواهشا این محصولتونو همچنین محصولات پر طرفدارتونو شارژ کنین,4,true,2016-06-26T16:39:44.0966667+00:00,خنثی,0.35,موجودی کالا | تجربه محصول,موجودی کالا,,false,ندارد,false,
رژ گونه استیکی,https://www.khanoumi.com/products/golden-rose-creamy-blush-stick-15590,رژگونه و هایلایتر,خيلى چيز خوبيه ♥️,7,true,2016-05-20T21:15:22.3066667+00:00,خنثی,0.35,رضایت کلی,رضایت کلی,,false,ندارد,false,
