نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,سلام چرا برای من ثبت نمیشه افزودن به سبد خرید نداره؟؟؟!!!,1,true,2019-01-31T10:42:11.5466667+00:00,خنثی,0.35,سایت و اپلیکیشن,سایت و اپلیکیشن,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,چرا ظاهر این کانسیلر با چیزی که دستم رسید انقدر متفاوته؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟/,7,true,2018-11-26T08:01:31.9333333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,من از اين كانسيلر شماره ١٠١ رو دارم.خيلى راضيم.هم ضد آفتابه و هم واسه من خاصيت مرطوب كنندگى داشته،كاورش هم فول نيست ولى خوب و طبيعيه.خيلى هم روشن نيست.,7,true,2018-11-19T03:39:16.9233333+00:00,مثبت,0.67,رضایت کلی | ترکیبات,ترکیبات,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,قیمت روی جعبه کمتره و داروخانه ها ارزان تر میفروشن,8,true,2018-11-16T20:44:18+00:00,خنثی,0.35,قیمت | بسته‌بندی | مقایسه با رقبا,مقایسه با رقبا,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,اصلا راضى نبودم از اين كرم چون هم چربه هم پوشانندگى نداره,9,true,2018-09-15T11:52:48.4466667+00:00,خنثی,0.35,رضایت کلی,رضایت کلی,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,افتضاح بود اصلا پوشانندگي نداره بدتر برق ميندازه زير چشم ,8,true,2018-05-22T20:15:48.7666667+00:00,منفی,0.67,نارضایتی کلی | کیفیت محصول,کیفیت محصول,نارضایتی کلی | کیفیت محصول,true,متوسط,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,من امروز به دستم رسید فقط در مورد رنگش میتونم فعلا اظهار نظر کنم که تیره نبود تازه منم پوستم سفیده و تقریبا همرنگ پوستمه واسه پوستای تیره هم کاملا مناسبه,6,true,2018-03-04T14:26:20.1666667+00:00,خنثی,0.35,رنگ و شید | ارسال کالا | سؤال و ابهام,ارسال کالا,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,من اين محصولوسفارش دادم و قراره امروز به دستم برسه ولى الان نظراتو خوندم پشيمون شدم ميترسم باز كنم و به دردم نخوره ,2,true,2018-02-26T11:54:33.63+00:00,منفی,0.67,تجربه محصول | نارضایتی کلی,تجربه محصول,نارضایتی کلی,true,متوسط,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,من 101 رو گرفتم ولی خیلی تیره است. کاملا رنگش بژ طبیعی است. پوشانندگی اش خوبه ولی. ,2,true,2018-01-30T09:26:51.35+00:00,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
کانسیلر دور چشم با SPF25 حجم 15 میلی لیتر,https://www.khanoumi.com/products/prime-spf-25-trio-active-eye-concealer-18534,کانسیلر,رنگاش خیلی تیره تر از اینیه که اینجا نشون میده. آخه کانسیلر مگه انقدر تیره میشه؟!! 101 کاملا کرم تیره است. ,7,true,2017-12-04T13:11:01.4133333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
