نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
ادوپرفیوم زنانه مدل Sacrifice حجم 50 میلی لیتر,https://www.khanoumi.com/products/ajmal-sacrifice-eau-de-parfum---2080,عطر و ادکلن,"رایحه خوش بویی داره و به نظر من شبیه عطر Kenzo flower tag هستش ولی شیرین تر.
ممنون از سایت خانومی",3,true,2016-01-06T16:44:43.6533333+00:00,مثبت,0.67,بو و رایحه | سایت و اپلیکیشن | رضایت کلی,سایت و اپلیکیشن,,false,ندارد,false,
ادوپرفیوم زنانه مدل Sacrifice حجم 50 میلی لیتر,https://www.khanoumi.com/products/ajmal-sacrifice-eau-de-parfum---2080,عطر و ادکلن,نزدیک ۱۰۰۰۰ تومن گرونش کردید توی همین دو سه روز.اصلا منصفانه نیست.,11,true,2016-01-02T19:58:26.1666667+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
خط لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lip-liner-2112,سایر محصولات,سلام. چرا فقط یک رنگ از این خط لب موجود هست؟ باقیش چی؟,6,true,2016-11-23T10:00:47.0666667+00:00,خنثی,0.35,رنگ و شید | موجودی کالا,موجودی کالا,,false,ندارد,false,
خط لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lip-liner-2112,سایر محصولات,لطفا موجودش کنید. ممنون,0,true,2016-09-17T11:06:22.4233333+00:00,مثبت,0.67,موجودی کالا | رضایت کلی,موجودی کالا,,false,ندارد,false,
خط لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lip-liner-2112,سایر محصولات,سلام.من اینو سفارش دادم حالا که خواستم ازش استفاده کنم.دیدم اون رنگی نیست که سفارش من بوده من کد 436 را سفارش دادم واین 439 هستش.,0,true,2016-06-09T10:02:52.6966667+00:00,خنثی,0.35,تجربه محصول | رنگ و شید,رنگ و شید,,false,ندارد,false,
خط لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lip-liner-2112,سایر محصولات,تو همون اولین استفاده مجذوبش شدم. واقعا عالیه. همونطور ک گفته شده نرم روی لبها کشیده میشه و ماندگاری خیلی خوبی داره. ازخریدم واقعا راضیم. ممنون خانومی. همیشه از بهترین کیفیت ها استفاده کن,5,true,2016-05-24T12:35:17.04+00:00,مثبت,0.95,رضایت کلی | ماندگاری | کیفیت محصول | تجربه محصول,کیفیت محصول,,false,ندارد,false,
خط لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lip-liner-2112,سایر محصولات,اگه ارسالش رو رایگان کنید، من میخرم,11,true,2016-05-21T14:00:07.89+00:00,خنثی,0.35,ارسال کالا,ارسال کالا,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,لطفا دوباره شانس بذارید,2,true,2017-04-08T00:13:38.4533333+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,"این کرم عالیه.از وقتی استفاده میکنم ارایشم بی نهایت زیباتر به نظر میاد و موندگاریش هم بیشتره.ممنون خانمی جان
",6,true,2017-04-05T18:30:34.6666667+00:00,مثبت,0.67,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,ميشه لطفا بگيد اين كرم چه رنگي داره و براي پوست گندمي روشن مناسبه يا خير؟,3,true,2017-03-27T10:59:34.8133333+00:00,خنثی,0.35,سؤال و ابهام | رنگ و شید,رنگ و شید,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,این عالیه ,2,true,2016-05-11T17:05:28.5+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,کاش تاریخ انقضای محصولاتتون رو هم مینوشتین,4,true,2016-03-09T10:45:01.0166667+00:00,خنثی,0.35,تاریخ انقضا | تجربه محصول,تاریخ انقضا,,false,ندارد,false,
کرم زیر ساز آرایش مدل One حجم 30 میلی لیتر,https://www.khanoumi.com/products/oriflame-the-one-illuskin-face-primer-2114,کرم و مرطوب‌کننده صورت,من این محصول و سفارش دادم 5روز گذشته ولی چرا خبری ازش نیست؟؟؟؟:-(:-(:-(:-(:-(:-(,0,true,2016-02-24T18:35:41.4566667+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
رژ لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lipstick-2116,رژ لب,سلام لطفا به قیمتها رسیدگی کنین از این رژ همه جا کمتر زدن شما حالا تو شانس این قیمت خوب زدین لطفا تخفیف واقعی بدین تا بتونیم از سایت خانومی خریداری کنیم,31,true,2017-11-10T15:43:35+00:00,مثبت,0.67,تخفیف | قیمت | سایت و اپلیکیشن,سایت و اپلیکیشن,,false,ندارد,false,
رژ لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lipstick-2116,رژ لب,کاش تست رنگ این رژ ها رو روی دست هم بذارید تا گمراه نشیم رنگ رژ در این سایت و کاتالوگ 180 درجه با رنگ رژ متفاوته,13,true,2017-11-09T10:44:10.5466667+00:00,خنثی,0.35,رنگ و شید | نیاز به تست بافت، رنگ، بو | سایت و اپلیکیشن,نیاز به تست بافت، رنگ، بو,,false,ندارد,false,
رژ لب مدل One,https://www.khanoumi.com/products/oriflame-the-one-lipstick-2116,رژ لب,این رژ ها پارابن دارن؟؟,16,true,2017-09-19T09:48:16.2433333+00:00,خنثی,0.35,ترکیبات,ترکیبات,,false,ندارد,false,
