نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
بالم لب حاوی عصاره آلوئه ورا حجم 4 میلی لیتر,https://www.khanoumi.com/products/my-nourishing-lip-balme-16917,رژ لب,تاثیرش فقط همون اولشه 😔,6,true,2019-02-12T13:45:40.79+00:00,خنثی,0.35,اثربخشی,اثربخشی,,false,ندارد,false,
بالم لب حاوی عصاره آلوئه ورا حجم 4 میلی لیتر,https://www.khanoumi.com/products/my-nourishing-lip-balme-16917,رژ لب,خیلی بده,4,true,2018-11-15T16:06:26.2966667+00:00,منفی,0.67,نارضایتی کلی,نارضایتی کلی,نارضایتی کلی,true,متوسط,false,
شامپو بچه دخترانه حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-kids-shampoo-16918,شامپو و شستشوی مو,خیلی بده، بوی خوبی نداره و رقیقه,0,true,2020-08-31T11:30:28+00:00,منفی,0.67,بو و رایحه,بو و رایحه,بو و رایحه,true,پایین,false,
شامپو حاوی آلوئه ورا و لیمو حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-aloe-vera-and-lemon-shampoo-16919,شامپو و شستشوی مو,واقعا عالی بود برای من که خیلی خوش بو و خوب بود می ارزه واقعا منتظرم تموم شده بعدیو بگیرم 😍💕,6,true,2019-07-09T15:38:23.7766667+00:00,مثبت,0.95,رضایت کلی | موجودی کالا | بو و رایحه,موجودی کالا,,false,ندارد,false,
شامپو تقویتی مدل فورتیمد حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-fortimed-shampoo-16926,شامپو و شستشوی مو,من راضی نیستم و ریزش موهام بعد از مصرف این شامپو خیلی زیاد شده,0,true,2022-11-19T13:08:44+00:00,منفی,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
شامپو مدل اویلومد مناسب موی چرب حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-oilomed-shampoo-16927,شامپو و شستشوی مو,متاسفانه چربی مو و کف سر را چندین برابر نمودند. اصلا راضی نیستم. برای موی چرب، شامپوهای ایرانی اویدرم و فولیکا به مراتب بهتر بوده و چربی را کنترل میکنند.,12,true,2019-08-08T12:45:00+00:00,منفی,0.79,تجربه محصول,تجربه محصول,,false,ندارد,false,
شامپو ضد شوره مدل تالگومد حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-talgomed-shampoo-16928,شامپو و شستشوی مو,عالی، حتی بعد از اولین استفاده خارش و شوره رو از بین برد,0,true,2026-04-17T23:31:58.0905004+03:30,مثبت,0.67,حساسیت و واکنش پوست/مو | رضایت کلی,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,true,بالا,false,
شامپو ضد شوره مدل تالگومد حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-talgomed-shampoo-16928,شامپو و شستشوی مو,بهترینه,0,true,2026-04-16T14:26:32.2616956+03:30,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
شامپو ضد شوره مدل تالگومد حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-talgomed-shampoo-16928,شامپو و شستشوی مو,یکی از بهترین ضدشوره هایی که استفاده کردم همینه..,0,true,2023-10-02T11:16:34+00:00,مثبت,0.67,تجربه محصول | رضایت کلی,تجربه محصول,,false,ندارد,false,
شامپو ضد شوره مدل تالگومد حجم 200 میلی لیتر,https://www.khanoumi.com/products/my-talgomed-shampoo-16928,شامپو و شستشوی مو,من یکیو کامل استفاده کردم ولی میشه گفت هیچ تاثیری روی شوره موهام نداشت ,0,true,2023-02-06T13:20:44+00:00,خنثی,0.35,اثربخشی | تجربه محصول,اثربخشی,,false,ندارد,false,
نرم کننده ترمیم کننده موی حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-dry-to-damaged-hair-conditioner-16929,نرم‌کننده و ماسک مو,من چند بار استفاده کردم، خوبه، خیلی قوی نیست ولی اگر 5 دقیقه روی مو بمونه و بعد بشورید تاثیر خوبی داره، برای کسانی که خیلی نرم کننده قوی نمیخوان خیلی خوبه,0,true,2025-04-08T07:05:57.9399218+00:00,مثبت,0.79,اثربخشی | رضایت کلی | تجربه محصول,اثربخشی,,false,ندارد,false,
نرم کننده ترمیم کننده موی حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-dry-to-damaged-hair-conditioner-16929,نرم‌کننده و ماسک مو,قدرت نرم کنندگیش خیلی کمه با این که من موهای لختی دارم ولی بازم باید زیاد ازش استفاده کنم در کل راضی نیستم و دوباره شارژ نمیکنم,0,true,2024-08-05T13:16:48+00:00,منفی,0.67,موجودی کالا,موجودی کالا,موجودی کالا,true,متوسط,false,
نرم کننده ترمیم کننده موی حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-dry-to-damaged-hair-conditioner-16929,نرم‌کننده و ماسک مو,مقدار زیادی باید ازش بزنین تا نرم کنندگیشو حس کنید حجمشم کمه اما تاثیر خوبی داشته ولی اگر فقط به عنوان نرم کننده میخاید نرم کننده فوقالعاده قوی همین مای رو بگیرید نه این,0,true,2023-07-15T14:56:02+00:00,مثبت,0.79,اثربخشی | رضایت کلی,اثربخشی,,false,ندارد,false,
نرم کننده ترمیم کننده موی حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-dry-to-damaged-hair-conditioner-16929,نرم‌کننده و ماسک مو,سلام میشه این محصول و محصولات دیگه مثل نرم کننده کراتینه مو از برند نئودرم رو موجود کنین؟؟؟ اگر شارژ نمیشن لطف میکنین بگین ,0,true,2023-02-18T02:40:18+00:00,خنثی,0.35,موجودی کالا | تجربه محصول,موجودی کالا,,false,ندارد,false,
نرم کننده ترمیم کننده موی حجم 250 میلی لیتر,https://www.khanoumi.com/products/my-dry-to-damaged-hair-conditioner-16929,نرم‌کننده و ماسک مو,من بعد از چندبار استفاده تاثیرشو حس کردم موهام واقعا دارن نرم میشن و از وزشون کم شده، بوی خیلی خوبی هم داره، در کل من خیلی راضیم با توجه به قیمتش ,7,true,2019-12-22T03:06:29+00:00,مثبت,0.91,اثربخشی | رضایت کلی | بو و رایحه,بو و رایحه,,false,ندارد,false,
ماسک مو آبرسان عمیق مناسب مو خشک و وز حجم 150 میلی لیتر,https://www.khanoumi.com/products/my-protein-hair-mask-16931,نرم‌کننده و ماسک مو,لطافت خوبی به موهام میده,0,true,2024-12-08T10:26:18.0304683+00:00,خنثی,0.35,رضایت کلی,رضایت کلی,,false,ندارد,false,
ماسک مو آبرسان عمیق مناسب مو خشک و وز حجم 150 میلی لیتر,https://www.khanoumi.com/products/my-protein-hair-mask-16931,نرم‌کننده و ماسک مو,"بامصرف مدام هر3 مدل ماسک مای متوجه شدم این مدلش ازهمه بهتره خیلی راضی ام پیشنهاد میکنم حتما بخرین اگموی خشک واسیب دیده و وز دارین خانوما
فقط خواهشن با تعریفمون گرون نشه⁦🙏🏻⁩⁦❤️⁩",2,true,2022-12-10T22:38:38+00:00,مثبت,0.91,پیشنهاد به دیگران | قیمت | رضایت کلی,قیمت,قیمت,true,پایین,false,
ماسک مو آبرسان عمیق مناسب مو خشک و وز حجم 150 میلی لیتر,https://www.khanoumi.com/products/my-protein-hair-mask-16931,نرم‌کننده و ماسک مو,واقعا ماسک خیلی خوبیه من میخواستم موهامو پروتئینه وبوتاکس کنم ویا کراتین درسالن آرایشگاهها اما بامصرف این ماسک وماسک موهای مای ک کراتینه وپروتئینه وترمیم کننده هستن خریدم وازانجام صافی مومنصرف شدم کلا ازخانومی توتخفیف باقیمت عالی خریدم خلاصه همه ماسک موهای برند مای عالی هستن موهام خیلی خشکه راضی ام هرسه مدل ماسک موی مای رو دارم😍,1,true,2022-11-30T15:48:44+00:00,مثبت,0.95,تخفیف | رضایت کلی | تجربه محصول,تخفیف,,false,ندارد,false,
ماسک مو آبرسان عمیق مناسب مو خشک و وز حجم 150 میلی لیتر,https://www.khanoumi.com/products/my-protein-hair-mask-16931,نرم‌کننده و ماسک مو,خوبه راصی هستم فقط داخل حمام شانه به موهاتون نزنید/ واقعا موها رو نرم و لطف میکنه/هفته‌ای یکبار استفاده میکنم چون موهای چرب دارم/ F,0,true,2022-08-25T10:46:57+00:00,مثبت,0.67,تجربه محصول,تجربه محصول,,false,ندارد,false,
