نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
ادو تویلت مردانه کنکوردیا چمپ 75میل,https://www.khanoumi.com/products/my-concordia-champ-eau-de-toilette-for-men-22956,عطر و ادکلن,"برای همسرم سفارش دادم که امروز به دستم رسید،خیلی خوشش اومد و بوش واقعا خوبه، البته بوی ادکلن سلیقه ای هست،ما که راضی بودیم
البته من تو شانس گرفتم با توجه به قیمت شانس واقعا عالیه",9,true,2019-03-05T22:51:08.04+00:00,مثبت,0.95,بو و رایحه | رضایت کلی | تجربه محصول | قیمت | ارسال کالا,ارسال کالا,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,من چند ساله شماره 5و استفاده میکنم عالیه به خیلی هم پیشنهاد دادم همه راضی بودن,0,true,2026-05-14T14:25:17.8438115+03:30,مثبت,0.91,رضایت کلی | تجربه محصول,تجربه محصول,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,من شماره 03 رو سفارش دادم برای پوست من که سبزه رو به گندمی خوبه و کاور مناسب داره و بوی خوبی داره فقط تولیدش برای 402 بود و تا 405 انقضا داره یک نکته منفی بود.,0,true,2025-04-07T12:05:22.6786576+00:00,مثبت,0.67,تاریخ انقضا | بو و رایحه | تجربه محصول,تاریخ انقضا,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,من روشن ترین رنگشو انتخاب کردم اما بازم تناژ مسی داره هرچقدرم ازش میگذره غلیظ تر میسه رنگش,0,true,2025-03-02T22:43:14.3215908+00:00,خنثی,0.35,رنگ و شید,رنگ و شید,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,سالم ب دستم رسید ولی از کیفیتش اصلا راضی نبودم ، ب شدت خشکه ، تکسچر خوبی روی پوست نداره و سریع کیکی میشه،  کلا 2 بار ازش استفاده کردم صورتم پر جوش شد ، به شدتتتت باعث جوش زیر پوستی می‌شه اصلا قابل استفاده نیست ،پولم رو دور انداختم رسما,0,true,2025-03-02T14:10:31.7561294+00:00,منفی,0.67,کیفیت محصول | تجربه محصول | حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,کیفیت محصول | حساسیت و واکنش پوست/مو,true,بالا,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,"من دوبار این کرم پودر رو با شماره های متفاوت از خانمی خریداری کردم اما دو ایراد بزرگ داشت یکی اینکه عین دو بار سَری های کِرم شکسته بود و بیشتر کرم نشت کرده بود به بیرون. و دوم اینکه هیچکدوم از کرم ها سریش کاغذ پلمپ نداشت و سر کرم بدون پلمپ بود.
متاسفانه پروسه بازگشت هم که برای خودش داستانی داره.
در مورد خود کرم هم که واسه پوستای چرب این مدلش خیلی خوبه و پوشش دهیش هم قابل قبوله و مات هم هست.",0,true,2025-02-04T04:48:01.1813104+00:00,ترکیبی,0.87,اثربخشی | رضایت کلی | اصالت کالا | کالای آسیب‌دیده,اصالت کالا,کالای آسیب‌دیده | اثربخشی | اصالت کالا,true,بالا,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,خیلی کوچیکه اندازه یه بند انگشت اما عالیه,0,true,2025-01-27T16:01:39.728762+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,پوست من مختلطه و اصلا باعث جوش نشد کلا از کیفیت محصولات شون خیلی راضیم این کرمپودر هم پوشش نسبتا خوبی داره و هم سبکه تنها مشکلش اینه رنگ شماره 1 گرفتم اما بازم تیره اس,0,true,2024-12-27T07:55:01.9488203+00:00,مثبت,0.79,کیفیت محصول | تجربه محصول | رنگ و شید | حساسیت و واکنش پوست/مو | رضایت کلی | اثربخشی,حساسیت و واکنش پوست/مو,,false,ندارد,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,من طبق نظرا خریدم ک کاش نمیخریدم.کلا تیرس شماره یکشم تیرس حتی.ی خروارم باید بزنی تا نشون بده زدی عین ضد افتاب رنگی میمونه.با پول این میتونستم دوتا کرم پودری ک راضیم ازشونو راحت بخرم اما گفتم شاید این بهتره الان ن پولم هست نه کرم پودر دارم,0,true,2024-12-15T07:05:35.9206898+00:00,ترکیبی,0.79,تجربه محصول | رضایت کلی | رنگ و شید,رنگ و شید,رنگ و شید,true,پایین,false,
‫کرم پودر مات اسموتینگ,https://www.khanoumi.com/products/schon-smoothing-matt-foundation-22957,کرم پودر و فونداسیون,پوشش فوق العاده عالی و مات بشدت پیشنهاد میکنم برای صورتهای لک دار عالیه کاور عالی,0,true,2024-12-12T09:40:00.6270707+00:00,مثبت,0.95,رضایت کلی | پیشنهاد به دیگران | اثربخشی,اثربخشی,,false,ندارد,false,
