نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,اصلا کاور خوبی نداره .اگر پوستتان کاملا بدون لک و جای جوش و...هست تهیه کنید چون هیچ چیز را کاور نمیکنه,3,true,2023-07-08T09:45:34+00:00,خنثی,0.35,حساسیت و واکنش پوست/مو,حساسیت و واکنش پوست/مو,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,چرا رنگ روشن شارژ نمیشه؟,7,true,2023-03-29T19:48:29+00:00,خنثی,0.35,رنگ و شید | موجودی کالا,موجودی کالا,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,عاااالی بوش فوق العادس ، برای پوستای خشک مناسبه و سبک,47,true,2020-09-11T21:38:05+00:00,مثبت,0.67,رضایت کلی | بو و رایحه | سؤال و ابهام,بو و رایحه,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,"من پوست فوق العاده خشکی دارم و تنها کرم پودری که به پوستم میسازه همین هست و این کرم فقط مخصوص پوست های خشک تا نرماله نه چرب و من چندین ساله که کرمم همینه 
مرسی از ارسال و پکیج ضد ضربه اتون",51,true,2020-08-22T15:53:08+00:00,مثبت,0.79,ارسال کالا | رضایت کلی,ارسال کالا,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,من تا حالا 4 عدد از این کرم استفاده کردم و واقعا ازش راضی ام. به خصوص واسه پوست های خشک مثل پوست خودم عالیه. مطمین باشید از مصرفش پشیمون نمیشید و ارزش خرید کردن داره,49,true,2020-06-30T08:37:50+00:00,مثبت,0.95,رضایت کلی | قیمت | تجربه محصول | نارضایتی کلی,قیمت,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,تازه ازش استفاده کردم کمی آبکیه.ولی خیبی سبکه...,18,true,2020-01-24T19:48:44+00:00,خنثی,0.35,بافت محصول | تجربه محصول,بافت محصول,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,تنها مشگلی که باهاش دارم اینه که کاورش متوسطه وگرنه خیلی طبیعیه روی پوست,10,true,2019-05-11T14:08:05.3366667+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,موجودش کنید لطفا,31,true,2019-01-29T16:45:01.1866667+00:00,خنثی,0.35,موجودی کالا,موجودی کالا,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,من این مدل رو سفارش دادم ولی چیزی که فرستادین با یه بسته بندی دیگه هست، من مدل روشن این کار رو داشتم، تیره رو سفارش دادم شیشه گرد و درپوش متفاوت هست، همونطور که توی عکس هم مشخصه شیشه این کار مربعیه,15,true,2018-03-29T16:54:25.89+00:00,خنثی,0.35,بسته‌بندی | تجربه محصول,بسته‌بندی,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,لطفا رنگ وانیل رو موجود کنید من هربار سر می زنم ناموجوده که....,13,true,2018-02-28T10:07:57.43+00:00,خنثی,0.35,موجودی کالا | رنگ و شید,موجودی کالا,موجودی کالا,true,متوسط,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,لطفا دوباره شارژش كنين تا تخفيف هست 🙏🏻 رنگاي روشنشو,22,true,2018-02-09T12:30:46.73+00:00,خنثی,0.35,تخفیف | موجودی کالا,موجودی کالا,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,مثله همه کرم پودر های بورژوا عالی فقط نکته حالبش واسه من بوشه یه بوی عجیب مثلع گوجه و بوی گل قاطی میده نمیدونم چجور توصیف  کنم معمولا کرم پودرای بورژوا اینقدر بوی مشخصی ندارن و یه مقدار هم ۵۵ این مدل از ۵۵ مدل ۱۲۳ روشنتره کمتر از یه درجس ولی  خوب باز روشنتره,0,true,2017-08-19T11:46:39.24+00:00,مثبت,0.79,بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,"سلام خسته نباشید.
من میخوام سفارش بدم چرا مشاوره تلگرام پاسخگو نیست",6,true,2017-05-08T10:03:55.3266667+00:00,خنثی,0.35,نیاز به مشاوره | پشتیبانی و خدمات,نیاز به مشاوره,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,من خیلی ازین کرم پودر راضی بودم 2 بار هم سفارش دادم ...الانم داره تموم میشه:( ناراحتم ...ممنون میشم اگ رنگبندی های دیگشو موجود کنید....و اگ این امکان براتون وجود نداره چه کرم پودریو پیشنهاد میکنید ک مثل این کرم پودر باشه و من بتونم جایگزین این کرم پودر کنم....پوستم گندمی هست,7,true,2017-01-04T12:18:27.1366667+00:00,مثبت,0.79,موجودی کالا | تجربه محصول | رضایت کلی,موجودی کالا,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,دوستداشتم ایندفعه وانیلی یا بژ روشن بجای رنگ بژ سفارش بدم اما متاسفانه موجود نبود و من باز مجبور شدم رنگ بژ سفارش بدم :( محصول خیلی خوبیه اما نمیدونم چرا همه رنگ هاش موجود نی؟!!!! به هرحال ممنون ازین محصول خوب ,6,true,2016-07-21T09:14:28.8033333+00:00,ترکیبی,0.71,رنگ و شید | موجودی کالا | تجربه محصول | رضایت کلی,موجودی کالا,رنگ و شید | موجودی کالا,true,متوسط,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,لطفا اين محصول رو هم تو تخفيفات ويزه قرار بديد با تشكر ,12,true,2016-07-08T11:04:00.9166667+00:00,خنثی,0.35,تخفیف | تجربه محصول,تخفیف,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,این کرم خیلی خوبه! بوی زرد الو داره! خیلی سبکه و پوشش دهی خوبی داره♥,3,true,2016-05-09T13:41:16.1533333+00:00,مثبت,0.79,اثربخشی | رضایت کلی | بو و رایحه,بو و رایحه,,false,ندارد,false,
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کرم پودر و فونداسیون,هنوز رنگ روشنش شارژ نشده!!! حیف شد میخواستم واسه عید بخرمش!,3,true,2016-03-13T17:30:53.5933333+00:00,خنثی,0.35,رنگ و شید | موجودی کالا,موجودی کالا,,false,ندارد,false,
