نام محصول,لینک محصول,دسته محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی,مشکلات,مشکل‌دار,شدت مشکل,قصد ترک,نشانه‌های ترک
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,عطرش زیاد خوب نیس اما درکل خوبه,0,true,2025-06-30T16:33:14.1330413+00:00,مثبت,0.79,بو و رایحه,بو و رایحه,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,عالی مثل همیشه,0,true,2025-04-27T21:04:35.6957563+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,کلا دئودورانت های سینره کیفیت خوبی دارن و برعکس بسیاری از دئودورانت ها اصلا روی لباس سفیدک به جا نمیذارن.رایحه خوب و خنکی داره اما اگر دنبال رایحه های قوی تر با ماندگاری بیشتر هستین از مدل مردانه دئودورانت های سینره استفاده کنید,0,true,2024-12-25T07:25:57.6341672+00:00,مثبت,0.79,ماندگاری | بو و رایحه | کیفیت محصول,کیفیت محصول,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,چون خیلی فوق العاده بود نظر میدم ،با یه بار استفاده تا دو روز بوی بد گرفت انتظار نداشتم انقد خوب باشه,0,true,2024-12-15T12:05:35.5899945+00:00,منفی,0.67,بو و رایحه | رضایت کلی,بو و رایحه,بو و رایحه,true,پایین,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,برای خواهرم خریدمش، رایحهاش فوقالعاده هست.,1,true,2022-12-28T13:00:08+00:00,مثبت,0.67,تجربه محصول | بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,بوش خیلی ملایم و خوبه ,3,true,2022-03-04T07:08:40+00:00,مثبت,0.67,بو و رایحه,بو و رایحه,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,بسیار خوشبو هست و فکر میکنم بین ایرانیها بهترین باشه,1,true,2021-08-31T11:19:30+00:00,مثبت,0.67,بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
دئودورانت زنانه مدل بلو Blue Waterfall حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-blue-deodorant-17047,بهداشت شخصی,من بوش رو خیلی دوست دارم و به نظرم ماندگاری خیلی بیشتری نسبت به مارک شون که استفاده کردم داره ,1,true,2020-02-29T10:41:45+00:00,خنثی,0.35,ماندگاری | تجربه محصول | بو و رایحه,بو و رایحه,,false,ندارد,false,
دئودورانت مردانه مدل Flame حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-flame-deodorant-17050,بهداشت شخصی,جدا ازینکه رولش تکون نمیخوره وافتضاحه خیلی بدبوووووووووووووووووووهه,5,true,2018-11-26T10:50:27.12+00:00,مثبت,0.67,نارضایتی کلی,نارضایتی کلی,,false,ندارد,false,
دئودورانت مردانه مدل Vivacity حجم 50 میلی لیتر,https://www.khanoumi.com/products/cinere-vivacity-deodorant-17052,بهداشت شخصی,بوی خیلی خوبی داره ماندگاریش قابل قبوله,0,true,2024-09-19T13:32:18+00:00,مثبت,0.67,ماندگاری | بو و رایحه | رضایت کلی,بو و رایحه,,false,ندارد,false,
ژل مو تیوپی مناسب آقایان حجم 150 میلی لیتر,https://www.khanoumi.com/products/cinere-anti-pollution-hair-gel-17053,سایر محصولات,سفیدک نمیزنه و ژل خوبیه,0,true,2026-04-24T16:26:23.9135633+03:30,خنثی,0.35,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل مو تیوپی مناسب آقایان حجم 150 میلی لیتر,https://www.khanoumi.com/products/cinere-anti-pollution-hair-gel-17053,سایر محصولات,بسیار خوب ممنون,0,true,2023-08-20T16:00:08+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل مو تیوپی مناسب آقایان حجم 150 میلی لیتر,https://www.khanoumi.com/products/cinere-anti-pollution-hair-gel-17053,سایر محصولات,خیلی خوبه ممنونم,0,true,2023-03-09T10:06:02+00:00,مثبت,0.91,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل مو تیوپی ویتامینه مناسب انواع مو حجم 100 میلی لیتر,https://www.khanoumi.com/products/cinere-wet-look-herbal-gel-17054,مکمل و سلامت,خیلی چرب میکنه مو رو,0,true,2025-11-11T21:37:58.3363764+03:30,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل مو تیوپی ویتامینه مناسب انواع مو حجم 100 میلی لیتر,https://www.khanoumi.com/products/cinere-wet-look-herbal-gel-17054,مکمل و سلامت,بویی حشره کش میده اصن خوب نیس نخرید واقعا,0,true,2025-02-25T20:39:09.7531355+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل مو تیوپی ویتامینه مناسب انواع مو حجم 100 میلی لیتر,https://www.khanoumi.com/products/cinere-wet-look-herbal-gel-17054,مکمل و سلامت,اصن حالت نمیده,0,true,2025-02-25T20:38:37.4314942+00:00,خنثی,0.35,تجربه محصول,تجربه محصول,,false,ندارد,false,
ژل مو تیوپی ویتامینه مناسب انواع مو حجم 100 میلی لیتر,https://www.khanoumi.com/products/cinere-wet-look-herbal-gel-17054,مکمل و سلامت,اصلا مو رو خشک نمیکنه و کارایی قابل قبولی داره ,0,true,2024-06-09T15:17:56+00:00,خنثی,0.35,اثربخشی,اثربخشی,,false,ندارد,false,
ژل مو تیوپی ویتامینه مناسب انواع مو حجم 100 میلی لیتر,https://www.khanoumi.com/products/cinere-wet-look-herbal-gel-17054,مکمل و سلامت,خیلی خوبه و مو رو خشک نمیکنه,0,true,2024-02-21T23:35:59+00:00,مثبت,0.79,رضایت کلی,رضایت کلی,,false,ندارد,false,
ژل مو تیوپی مدل Hard Look حجم 150 میلی لیتر,https://www.khanoumi.com/products/cinere-hard-look-herbal-gel-17055,سایر محصولات,من از این ژل برای تثبیت فر موهام استفاده میکنم، معمولیه و مشکلش اینه بعدش که موها رو میشوری خیلی مو گره میخوره و بد حالت میشه. تکرارش نمیکنم.,0,true,2023-09-30T09:57:45+00:00,منفی,0.67,تجربه محصول | نارضایتی کلی,تجربه محصول,نارضایتی کلی,true,متوسط,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,من برای سیاهی دور چشمم گرفتم اول از طرح قدیمش که رنگش آبی هست گرفتم زیاد تأثیر نداشت ولی این طرح صورتی جدیدش ترکیبات قوی تر شده و واقعآ تأثیر داشت و سیاهی دور چشمم رو کاهش داد و حجم خوبی هم داره,0,true,2026-04-10T02:13:41.03168+03:30,خنثی,0.35,اثربخشی | ترکیبات | حجم و مقدار | تجربه محصول,اثربخشی,,false,ندارد,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,میتونم با کرم خاویار 4 میلیونی دور چشمی که قبلا داشتم مقایسه‌ش کنم! فوق العاده‌ست و تفاوت بعد از یک هفته حس میشه. قیمت بالاست ولی حجم زیادی هم داره. پیشنهاد میکنم.,0,true,2026-03-21T16:53:56.4630118+03:30,مثبت,0.79,پیشنهاد به دیگران | قیمت | حجم و مقدار | رضایت کلی,قیمت,,false,ندارد,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,نسبت به قیمت  خوب و تاثیر داشت,0,true,2026-02-23T14:48:13.8299842+03:30,مثبت,0.67,اثربخشی | قیمت,قیمت,,false,ندارد,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,تحربه من که سالهاس دور چشم استفاده میکنم اینکه مانع شکسته شدن پوست و چروک عمیق میشه ولی چینهایی که موقع خنده میوفته همچنان هست . زیر چشمم چربیهای کوچیک داشتم بعد از استفاده سینره خیلی کوچیک شدن و بعضی هاشون از بین رفتن .,0,true,2025-08-19T08:05:27.0270911+00:00,منفی,0.67,کالای آسیب‌دیده | تجربه محصول,کالای آسیب‌دیده,کالای آسیب‌دیده,true,بالا,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,این دوره چشم سینره واقعا بهترینه,0,true,2025-08-11T18:43:12.9707542+00:00,مثبت,0.67,رضایت کلی,رضایت کلی,,false,ندارد,false,
کرم دور چشم ضدچروک و سفت کننده پوست دور چشم مدل Ultra Rich مناسب بالای 40 سال حجم 30 میلی لیتر ,https://www.khanoumi.com/products/cinere-eye-cream-17057,کرم دور چشم,بافت سفتی داره باید زیر چشم بکشی. من که فقط نصفشو استفاده کردم چون چروکهایی که نمیدیدم رو هم بیشتر کرد,0,true,2025-02-26T11:46:36.4805432+00:00,خنثی,0.35,بافت محصول | تجربه محصول,بافت محصول,,false,ندارد,false,
