نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"اصصصلا پیشنهاد نمیکنم!!!!
همون لحظه که میزنی انگار خیلی خوب و سبکه...اما یه ساعت که رو پوست میمونه به شدت تیره میشه...با اینکه پوست خودم سفیده و شماره 51 رو هم خریدم!",58,true,2021-07-28T02:04:26+00:00,مثبت,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,عاااالی بوش فوق العادس ، برای پوستای خشک مناسبه و سبک,47,true,2020-09-11T21:38:05+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"من پوست فوق العاده خشکی دارم و تنها کرم پودری که به پوستم میسازه همین هست و این کرم فقط مخصوص پوست های خشک تا نرماله نه چرب و من چندین ساله که کرمم همینه 
مرسی از ارسال و پکیج ضد ضربه اتون",51,true,2020-08-22T15:53:08+00:00,مثبت,0.79,محصول | تحویل و ارسال,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,من تا حالا 4 عدد از این کرم استفاده کردم و واقعا ازش راضی ام. به خصوص واسه پوست های خشک مثل پوست خودم عالیه. مطمین باشید از مصرفش پشیمون نمیشید و ارزش خرید کردن داره,49,true,2020-06-30T08:37:50+00:00,مثبت,0.95,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,تازه ازش استفاده کردم کمی آبکیه.ولی خیبی سبکه...,18,true,2020-01-24T19:48:44+00:00,خنثی,0.35,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"من نزديك دو ساله ازين كرم پودر استفاده ميكنم.خيلى سبك و راحته و براى استفاده روزانه عاليه.
اين تست رنگ شماره٥٦",40,true,2019-10-09T14:46:28+00:00,مثبت,0.79,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,كرم پودر بورژويس هلثي خيلي سبكه و براي استفاده روزانه عاليه كاور متوسط داره و حس سنگيني نميزه,10,false,2019-10-06T15:54:29+00:00,مثبت,0.79,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,Abresanie in kerem pudr kheili khube va pust ro khoshk nemikone,6,false,2019-10-05T23:50:07+00:00,خنثی,0.35,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,من چند ساله شناره ۵۲ شو میزنم..خیلی سبکه و بزنین رو انگشتتون میبینین میریزه اصلا.. بهتره قبلش یه پرایمر استفاده کنین برای پوست خشک و معمولی بهتره بنظرم تا پوست چرب..تناژش نخودیه و پوشش دهی متوسطی داره ولی اگه دو بار روی هم بزنین پوشانندگیشم قابل قبوله... یه حالت مخملی و نرمی به پوست میده و واسه مصرف روزانه خیلی مناسبه.. من شماره ۵۲ شو رو دستم امتحان کردم که کاملا رنگ پوست خودمه,9,false,2019-09-29T13:11:20+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,بزرگترین بدیش اینکه روی پوست اکسید میشه اونم خیلی واضح,7,false,2019-08-28T14:09:36+00:00,منفی,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,راستی یه مدل هم داره ک ظاهرش تقریبا شبیه اینه فقط درش هلالیه نه مستطیلی و شیشه ش باریکتره.اسم اون هلثی میکس سرم ژل هست..اون از اینم بهتره،طبیعی تر رو پوست میخوابه و فینیش شفاف زیبایی داره ولی متاسفانه تو ایران خیلی کمیابه,5,false,2019-08-18T11:49:31.3033333+00:00,منفی,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,خیلی کرم پودر خوبیه.کاور متوسط.ظاهر طبیعی.از معدود کرم پودرهایی هست که رو پوست مختلط-خشک من انقدر خوب میخوابه و کیکی نمیشه.من رنگ ۵۱ و ۵۲ رو دارم که خوشبختانه ته رنگ زرد دارن برخلاف سیتی ردیانس بورژوا که تتبع رنگ صورتی-هلویی داره.تنها ایرادش اینه ک موندگاریش متوسطه,11,false,2019-08-18T11:47:29.33+00:00,مثبت,0.79,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,تنها مشگلی که باهاش دارم اینه که کاورش متوسطه وگرنه خیلی طبیعیه روی پوست,10,true,2019-05-11T14:08:05.3366667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,شماره ۵۳رولطفاشارژکنید,23,true,2019-04-13T01:21:07.9966667+00:00,خنثی,0.35,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,موجودش کنید لطفا,31,true,2019-01-29T16:45:01.1866667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگ های روشن رو برای حراج موجود کنید ,21,false,2018-11-19T13:00:50.4866667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,من این مدل رو سفارش دادم ولی چیزی که فرستادین با یه بسته بندی دیگه هست، من مدل روشن این کار رو داشتم، تیره رو سفارش دادم شیشه گرد و درپوش متفاوت هست، همونطور که توی عکس هم مشخصه شیشه این کار مربعیه,15,true,2018-03-29T16:54:25.89+00:00,خنثی,0.35,تحویل و ارسال | محصول,تحویل و ارسال
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,رنگ های روشن رو شارژ کنید لطفا! خیلی وقته منتظرم رنگهای روشنش شارژ شه... ی دونه رنگ ازش مونده هی م میذاریدش تو تخفیف!!!!!,57,false,2018-03-09T10:23:48.5966667+00:00,خنثی,0.35,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگ هاي روشن رو شارژ كنيد,46,false,2018-03-06T13:29:38.6333333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگهای روشن و شارژ کنین,42,false,2018-02-28T23:14:11.1666667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگ وانیل رو موجود کنید من هربار سر می زنم ناموجوده که....,13,true,2018-02-28T10:07:57.43+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,این خیلی بد من هربار میام رنگهای روشن بگیرم اصلا شارژ نیس لطفا شارژ کنید من بارها به مشاوره هم گفتم خرید زدم نشد خوب پس چرا از محصولی که تعداد کافی ندارین میذارین,9,false,2018-02-27T20:32:01.88+00:00,منفی,0.67,محصول | اصل بودن کالا,اصل بودن کالا
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگای روشن و شارژ کنید.تشکر,5,false,2018-02-27T18:25:34.5966667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,رنگ هاي روشن اين محصول رو لطفاً شارژ كنيد,32,false,2018-02-21T19:56:22.5666667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,خدایی مردم رو چی فرض میکنید؟قبل تخفیف قیمت هارو میبرید بالا بعدش تخفیف میدید که برسه به قیمت اصلی.خداروشکر همه هم میدونن وخیلی تابلو اینکارو انجام میدید,23,false,2018-02-21T08:12:16.82+00:00,مثبت,0.67,قیمت | اصل بودن کالا,قیمت
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,چرا محصولاتی که خریدم رو نمیفرستید پس؟؟؟این اولین خریدم از شما بود.آدمو پشیمون میکنید از خرید.مشتری رو میپرونید,10,false,2018-02-10T19:41:51.1966667+00:00,منفی,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا دوباره شارژش كنين تا تخفيف هست 🙏🏻 رنگاي روشنشو,22,true,2018-02-09T12:30:46.73+00:00,خنثی,0.35,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,وقتی همه رنگای پر طرفدارش تموم شده تخفیف چه فایده ای داره خب :(,22,false,2018-02-08T19:48:49.2766667+00:00,خنثی,0.35,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا دوباره بزاریدش تو تخفیف 🙏🙏🙏🙏 ,9,false,2018-02-04T06:20:56.4733333+00:00,خنثی,0.35,قیمت,قیمت
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگ روشنش رو شارژ کنید.ما چیکار کنیم ک پوستمون سفیده؟همش رنگای تیره دارید,50,false,2017-11-16T12:54:05.6066667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,سلام . خسته نباشید . لطفا رنگ روشن رو هم موجود کنید بعد تو شانس بذارین . بژ شماره ی 53 ,51,false,2017-09-27T10:14:54.0333333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,سلام ، خانومی لطفا مدل ایر مات مخصوص پوست چرب بورژوا رو موجود کنید . لطفاااااااااااااااا,30,false,2017-09-26T15:48:04.3133333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,سلام ، خانومی لطفا مدل ایر مات مخصوص پوست چرب بورژوا رو موجود کنید . لطفاااااااااااااااا,9,false,2017-09-24T11:27:20.5733333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانومی من رنگ بژ روشن یعنی شماره 53 رو میخوام با همین قیمت.
شارژ کنید لطفا
خیلی وقته منتظرم با تخفیف خوب بخرمش.",9,false,2017-09-03T11:55:43.6933333+00:00,مثبت,0.67,قیمت | محصول,قیمت
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,برای استفاده روزانه عالیه سبکه پوشش مناسبی هم داره البته زیاد نیست من صورتم یکم گندمیه شماره 54 رو استفاده کردم تقریبا هم رنگ پوستم بود یه کوچولو تیره تر که این بار شماره 53 رو سفارش دادم تا یکم روشن تر شه بوی خوبی میده رو صورتم نمیماسه اگه پوستتون خیلی خشکه زیرش کرم مرطوب کننده بزنین بهتر میشینه رو پوست. در کل راضیم ازش,8,false,2017-09-02T12:45:26.7933333+00:00,مثبت,0.95,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,مثله همه کرم پودر های بورژوا عالی فقط نکته حالبش واسه من بوشه یه بوی عجیب مثلع گوجه و بوی گل قاطی میده نمیدونم چجور توصیف  کنم معمولا کرم پودرای بورژوا اینقدر بوی مشخصی ندارن و یه مقدار هم ۵۵ این مدل از ۵۵ مدل ۱۲۳ روشنتره کمتر از یه درجس ولی  خوب باز روشنتره,0,true,2017-08-19T11:46:39.24+00:00,مثبت,0.79,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,با اجازه خانومی ::::: دوستان برای اینکه رنگ‌صحیح رو انتخاب کنین - چه کرم پودر .چه روژگونه.چه روژ و...- نام محصول رو توی گوگل به انگلیسی یا فارسی وارد کنین و عکس و ویدئوهاش که تست شده  روی پوست یا تناژ رنگ در عکسهای مختلف یک محصول رو ببینید.من همیشه این کار رو میکتم و همیشه هم انتخاب رنگ ام درست در میاد.گفتم که به شما هم این روش رو متذکر شه باشم.مرسی,36,false,2017-05-27T23:01:13.4633333+00:00,مثبت,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"سلام خسته نباشید.
من میخوام سفارش بدم چرا مشاوره تلگرام پاسخگو نیست",6,true,2017-05-08T10:03:55.3266667+00:00,منفی,0.67,خدمات و پشتیبانی,خدمات و پشتیبانی
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا کرم پودر 123 بورژوا رو هم بیارین,7,false,2017-04-17T13:43:31.2066667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,وقتی رنگاش نیست حراجش چه فایده ای داره,57,false,2017-02-21T14:33:54.1033333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,تمام رنگاشو شارژ کنید ,33,false,2017-02-18T22:43:43.79+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,سلام. لطفا معادل کرم پودر فلورمار medium beige 113 را در این محصول برای من معرفی کنید. سپاسگذارم,6,false,2017-02-11T09:51:02.45+00:00,مثبت,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,ایا این کرم پودر چربه؟؟؟یعنی پوست چرب بزنه جوش میزنه یا نه واقعا چون ترکیباتش از گیاه و میوه هست باعث جوش نمیشه؟؟؟,1,false,2017-02-02T18:07:07.3+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,سلام من قبلا از کرم پودر لانکوم استفاده میکردم ولی قیمتش خیلی بالا بود میشه یه کرم پودر خوب با قیمت پایین تر معرفی کنید؟,1,false,2017-02-01T14:11:18.8766667+00:00,مثبت,0.67,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"سلام
خانومی لطفا زووووودتررررر رنگای دیگشو هم موجود کنید و تخفیف بذارین میخوام بخرم",8,false,2017-01-15T12:12:12.9533333+00:00,خنثی,0.35,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,من خیلی ازین کرم پودر راضی بودم 2 بار هم سفارش دادم ...الانم داره تموم میشه:( ناراحتم ...ممنون میشم اگ رنگبندی های دیگشو موجود کنید....و اگ این امکان براتون وجود نداره چه کرم پودریو پیشنهاد میکنید ک مثل این کرم پودر باشه و من بتونم جایگزین این کرم پودر کنم....پوستم گندمی هست,7,true,2017-01-04T12:18:27.1366667+00:00,مثبت,0.91,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"شانس 1010 لطفا قرارش بدین
",4,false,2016-12-22T21:24:30.93+00:00,منفی,0.67,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"شانس 1010 لطفا قرارش بدین
",4,false,2016-12-22T21:24:30.4133333+00:00,منفی,0.67,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" سلحشور "" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .رنگ بندی محصول   شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت .",0,false,2016-12-22T11:56:32.6+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"سلام و خسته نباشید 
آیا رنگ بندی این کرم پودر را به زودی موجود می نمایید ؟ ممنون",4,false,2016-12-22T02:21:38.5966667+00:00,مثبت,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" سعیدی"" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .رنگ بندی محصول   شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت .",1,false,2016-12-20T14:23:43.36+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,کاربر عزیز / همانطور که از نام رنگ مورد اشاره تان مشخص است . تناژ این رنگ برنز است . و به پوست های گندمی روشن آرایشی تیره تر از پوستشان را میدهد . ,0,false,2016-12-18T10:10:59.9966667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"سلام، رنگ برنز روشن این کرم پودر برای پوست های گندمی روشن مناسبه ؟ 
لطفا در شانس قرارش بدین",0,false,2016-12-15T16:23:22.78+00:00,منفی,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" داداشی "" عزیز / میتوانید در صفحه محصول آیکون "" به من اطلاع بده "" را فعال کنید تا هم شانس در تخفیف قرار گرفتن محصول مورد علاقه تان را افزایش دهید و هم در زمان در تخفیف قرار گرفتن آن از طریق پیامک و ایمیل اطلاع پیدا کنید .
",1,false,2016-11-12T08:42:49.41+00:00,منفی,0.79,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,شانس,0,false,2016-11-10T21:21:46.9466667+00:00,خنثی,0.35,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" نصرتی"" عزیز / میتوانید در صفحه محصول آیکون "" به من اطلاع بده "" را فعال کنید تا هم شانس در تخفیف قرار گرفتن محصول مورد علاقه تان را افزایش دهید و هم در زمان در تخفیف قرار گرفتن و شارژ  آن از طریق پیامک و ایمیل اطلاع پیدا کنید .
",0,false,2016-11-05T09:34:11.3666667+00:00,منفی,0.79,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"لطفا شماره 53 و 54 موجود کنید
لطفا بگین اگه موجود میشه تا چه موقع شارژ میشه
و خواهش میکنم بعد از شارژ شدن تخفیف ویژه و شانس بذارین
ممنون",3,false,2016-11-02T23:46:45.7+00:00,مثبت,0.67,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" جان یاوری "" عزیز / بطور کل توصیه میشود محصول را ترکیب و استفاده نکنید . اگر مایل به استفاده هر دو هستید . اول ضد افتاب را استفاده کنید کمی زمان دهید تا جذب شود . سپس کرم پورد را روی پوستتان بزنید . ",0,false,2016-09-27T11:59:15.3566667+00:00,مثبت,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,اگر این کرم را با ضد افتابی ترکیب کنیم و بعد روی پوست استعمال کنیم ایا مضر نیست؟,2,false,2016-09-26T19:27:32.3266667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم "" ناجی"" عزیز / بله قبل از استفاده از کرم پودر میوه ای هلثی میکس بورژوا میتوانید از یک ضد آفتاب بر روی پوست صورت خود استفاده کنید . ",2,false,2016-08-13T10:09:28.1766667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,براي استفاده روزانه آيا چون اس پي اف نداره بايد با ضد افتاب استفاده بشه؟,1,false,2016-08-11T23:27:51.14+00:00,خنثی,0.35,سایر,سایر
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"آقای "" اسدی "" عزیز / کرم پودر میوه ای هلثی میکس بورژوا بافت نرم و سبکی دارد که در خصوص استفاده روزانه در صورت تمایل  منع نخواهید داشت ",2,false,2016-07-31T17:38:50.3466667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,ایا این محصول برای استفاده روزانه مناسبه؟,0,false,2016-07-31T16:09:21.0966667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,خانم فرزانگان عزیز/به محض تامین نمونه با کیفیت محصول ، رنگ بندی آن شارژ و در دسترس شما خریداران عزیز قرار خواهد گرفت.,1,false,2016-07-21T23:09:52.5733333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,دوستداشتم ایندفعه وانیلی یا بژ روشن بجای رنگ بژ سفارش بدم اما متاسفانه موجود نبود و من باز مجبور شدم رنگ بژ سفارش بدم :( محصول خیلی خوبیه اما نمیدونم چرا همه رنگ هاش موجود نی؟!!!! به هرحال ممنون ازین محصول خوب ,6,true,2016-07-21T09:14:28.8033333+00:00,منفی,0.91,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا اين محصول رو هم تو تخفيفات ويزه قرار بديد با تشكر ,12,true,2016-07-08T11:04:00.9166667+00:00,منفی,0.67,محصول | قیمت,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"خانم نصرتی عزیز / اگر پوست گندمی متوسطی دارید رنگ های N54 Beige و N53 Light beige میتوانند برای شما مناسب باشند .
",6,false,2016-06-14T10:28:21.7333333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,"سلام
پوست من گندمیه
کدوم شماره برای پوست من مناسبه؟میخوام طبیعی باشه,نه خیلی روشن نه برنز",7,false,2016-06-13T23:07:25.6733333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,رنگ ها که کامل نیست پس فروش ویژه چ سودی داره,17,false,2016-05-18T08:50:27.4433333+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,پوشش دهي خيلي خوبي نداره اما بوي فوق العاده خوبي داره ,4,true,2016-05-17T23:36:23.1166667+00:00,خنثی,0.35,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا رنگ شماره N 52 vanilla رو شارژ کنین و در شانس درخواستی خانومی قرار بدین لطفا،تشکر,7,false,2016-05-16T08:52:14.14+00:00,منفی,0.67,محصول,محصول
کرم پودر میوه ای هلثی میکس,https://www.khanoumi.com/products/bourjois-healthy-mix-foundation-3,لطفا در شانس قرار بدین,6,false,2016-05-14T08:45:41.72+00:00,منفی,0.67,سایر,سایر
