نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,متناسب با قیمتش کیفیت خوبی داره,0,false,2023-06-19T09:34:32+00:00,مثبت,0.79,محصول | قیمت,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,اگر زیرش کانسیلر بزنید بعد بکشید اصلا تیکه تیکه نمیشه و عالی و مقاوم میمونه حتما روز کرمپودر یا کانسیلر بکشیدش به تنهایی ممکنه کمی تکه تکه بشه در کل قیمت عالی و کیفیت بالا,1,true,2023-02-06T23:56:58+00:00,مثبت,0.67,محصول | اصل بودن کالا | قیمت,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"خط چشم واقعا بادوامیه و اصلا ریزش نداره
من صبح میزنم و اگه صورتمو نشورم تا شب تکون نمیخوره
",2,true,2022-12-03T15:54:41+00:00,منفی,0.67,محصول | اصل بودن کالا,اصل بودن کالا
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,عااالیه خیلی وقته ازش استفاده میکنم و کاملا راضیم,5,true,2022-11-01T20:48:13+00:00,مثبت,0.79,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,هم مویی و هم ماژیکی ش رو خریدم، ماژیکی اصلا با این قابل مقایسه نیس، حجمش کم و پد ماژیکش بی کیفیت. ولی این مویی عالیه، مشکی و صد آب. ,5,false,2022-09-17T00:35:10+00:00,ترکیبی,0.87,محصول | اصل بودن کالا,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,خیلی خوبه من که راضی بودم خیلی هم خوب و راحت پاک میشه ,6,true,2022-09-03T23:59:01+00:00,مثبت,0.95,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"من راضی بودم.نرم و روان بود.
",7,true,2022-03-05T17:46:13+00:00,مثبت,0.67,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,این خط چشم کیفیت بالایی داره و من سال هاست دارم ازش استفاده میکنم. برای کسایی که به خط چشم های مویی عادت دارند، گزینه مناسبیه. این خط چشم ضدآبه و دچار ریزش نمیشه و من ازش راضیم؛ پس افرادی که به دنبال کیفیت هستند، می توانند آن را خریداری کنند. ,7,false,2022-01-25T08:54:33+00:00,مثبت,0.79,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,ریزش نداشت و خیلی خوبه،راضیم,6,true,2021-11-03T01:02:14+00:00,مثبت,0.91,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,من اصلا راضی نبودم توصیه به خرید نمیکنم خیلی بی کیفیته. ,6,false,2021-07-17T16:01:35+00:00,منفی,0.79,محصول | اصل بودن کالا,اصل بودن کالا
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"فوق العاده اس👍👍👍تنها خط چشمی که استفاده میکنم 
فقط و فقط مای",19,false,2021-01-14T23:50:21+00:00,مثبت,0.67,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"هم مشکیه و هم روان.
کار کردن باهاش راحته",11,true,2020-11-04T00:42:56+00:00,خنثی,0.35,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,من خیلی راضیم.مات و مشکیه.موندگاریشم خوبه,7,true,2020-05-20T12:02:49+00:00,مثبت,0.95,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,خیلی خوبه ، بخاطر نازک بودن قلموش خیلی راحت میتونین مدلای مختلف خط چشم رو بکشین ، موندگاریش هم عالیه با عرق و .. پاک نمیشه ,7,true,2020-05-19T13:31:37+00:00,مثبت,0.95,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,من اصلا راضی نبودم بعد از یکی دوساعت تیکه تیکه از پشت چشم خودش کنده میشه و میریزه مدام احتیاج به ترمیم داره,19,true,2020-05-02T23:24:33+00:00,منفی,0.79,محصول | اصل بودن کالا,اصل بودن کالا
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"این کالا برای کشیدن خط چشم نازک خیلی خیلی مناسبه
من عاشق خط چشم نازکم و با این خیلی حال میکنم
خریدشو توصیه میکنم. اما اگر خط چشم پهن و کلفت می پسندید ماژیکی بخرید. ",2,true,2020-04-12T00:53:00+00:00,مثبت,0.79,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,راضیم عالی🥰,1,true,2020-04-10T02:14:36+00:00,مثبت,0.91,سایر,سایر
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,خط چشم خوبیه مشکیه پخش نمیشه و اینکه موهاش نازکه میشه خط چشم نازک کشید به نسبت قیمتش خیلی عالیه,0,true,2020-03-17T20:28:45+00:00,مثبت,0.91,محصول | قیمت,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,سلام این خط چشم هم قلموی نرم و نازک خوبی داره هم مشکی هست کاملا و روان هست,1,true,2020-03-01T19:19:42+00:00,مثبت,0.67,محصول,محصول
خط چشم مویی ضد آب حاوی آنتی اکسیدان حجم 8 میلی لیتر,https://www.khanoumi.com/products/my-high-definition-eye-liner-16976,"عاشق این خط چشمم
چند ساله ازش استفاده میکنم و بی نهایت راضیم هم کار باهاش راحته و هم اینکه پخش و ریزش نداره و ماندگاری خوبی داره",1,true,2020-02-26T19:09:25+00:00,مثبت,0.91,محصول,محصول
