نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
کرم پودر فیت می,https://www.khanoumi.com/products/maybelline-fit-me-foundation-446,"سلام خسته نباشید. من شماره 120 این کرم پودر رو میخوام. موجود دارید؟
",2,false,2015-10-02T13:24:44.3+00:00,خنثی,0.35,محصول,محصول
کرم پودر فیت می,https://www.khanoumi.com/products/maybelline-fit-me-foundation-446,"جماله جان
هر دو کرم پودر انتخاب مناسبی هستن. اما کرم پودر فیت برای پوست های نرمال تا خشک انتخاب بهتریه.
برای مشاوره رنگ میتونید با شماره 43905050 تماس بگیرید.",1,false,2015-09-24T08:18:14.89+00:00,خنثی,0.35,محصول | خدمات و پشتیبانی,محصول
کرم پودر فیت می,https://www.khanoumi.com/products/maybelline-fit-me-foundation-446,سلام من پوستم بیشتر دور لبام خشکه ولی جاهای دیگر کمی خشک به سمت نرمال نميدونم از این کرم بگیرم یا بتر اسکین و چه شماره آی رنگ پوستم سبزه هستم ولی نه خیلی,4,false,2015-09-23T15:14:22.34+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,این کرم پودر عالیه چرا موجودش نمیکنید,0,false,2018-09-25T19:47:01.1266667+00:00,مثبت,0.79,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,لطفا این محصول و کانسیلر این مدل رو زودتر شارژ کنین که مجبور نباشیم از بیرون تهیه کنیم :),6,false,2017-04-21T13:50:07.6966667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,کی  قراره موجود بشه,2,false,2017-04-01T02:31:24.2566667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,"خانم "" مقدم "" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .",2,false,2016-10-15T09:31:47.9466667+00:00,منفی,0.79,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,سلام.لطفا این محصول رو شارژ کنید.شما خیلی دیر به دیر محصولاتتون رو شارژ می کنید.الان من این کرم پ.در رو خیلی وقته لازم دارم اما هنوز موجودش نکردید و مجبورم از بیرون خرید کنم!!!!!!!!!!!,4,true,2016-10-13T09:44:37.1266667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,"شارژش کنید لطفا, در شانس هم قرارش بدیم",10,false,2016-05-17T02:11:01.9+00:00,منفی,0.67,سایر,سایر
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,"خيلي جالبه كه اصلا موجود ندارينش بعد توي سوپرايز آخر هفته قرار ميدينش! :"")
لطفا محصول رو شارژ كنين🙏",11,false,2016-05-05T22:53:58.46+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,خانم شریفی عزیز / در خصوص انتخاب رنگ و دریافت مشاوره میتوانید با مشاور آنلاین سایت صحبت کنید  و یا از طریق تلگرام خانومی با مشاورین در ارتباط باشید .,2,false,2016-04-12T16:23:26.72+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,سلام من پوستم سفید و نازک هست.میشه راهنمایی کنید چه کرم پودری استفاده کنم؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟,0,false,2016-04-12T14:39:19.5766667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,خانم محمدی عزیز / به محض تامین نمونه با کیفیت  محصول حتما بلا فاصله تامین و برای فروش عرضه میشود.,0,false,2016-03-08T10:34:25.45+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,چرا انقدر دیر محصولاتتون رو شارژ می کنید,3,false,2016-03-07T19:38:52.2+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,این محصول رو کی شارژ میکنید؟؟,3,false,2016-03-04T11:46:07.5+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,وقتی شارژش نمیکنید چه فایده ک تو حراج میزارید,3,false,2016-03-04T10:31:55.4233333+00:00,خنثی,0.35,سایر,سایر
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,این محصول رو شارژ کنید لطفا، توی شانس هم بزارید..,4,false,2016-03-02T11:42:14.31+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,چرا این محصول رو شارژ نمیکنید؟؟؟؟؟,2,false,2016-02-29T22:17:58.59+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,لطفا این محصول رو شارژ کنید، اگ توی،شانس هم بزارید خیلی خوب میشه :)),3,false,2016-02-29T00:37:39.6333333+00:00,مثبت,0.79,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,کاربر عزیز / حراج بزرگ اسفند ماه به دلیل درخواست های فراوان شما همراهان خانومی یک بار تمدید شده است و تا پایان امشب ادامه دارد. ضمن اینکه شماره 340 این محصول برای پوست های سبزه و تیره مناسب است.,0,false,2016-02-28T16:44:04.5366667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,کاش حراج بزرگ رو  دوباره تمدید کنید و محصولاتتون رو شارژ,2,false,2016-02-28T12:12:20.9733333+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,رنگ 340 این محصول برای پوست گندمی مناسب نیست؟,0,false,2016-02-28T11:44:34.9066667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,کاربر عزیز / متاستفانه همانطور که اشاره کردید یک رنگ از محصول موجود میباشد و در خصوص شارژ مجدد کالا در حال حاضر تاریخ دقیقی قابل ارئه نیست.,0,false,2016-02-28T11:23:00.8666667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,"سلام, من رنگ 300 این محصول رو میخوام لطفا دوباره شارژ کنید",1,false,2016-02-28T11:21:36.4866667+00:00,خنثی,0.35,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,سلام، من این کرم پودر رو میخوام، ولی فقط یک رنگ مونده،شارژ نمیکنید؟؟و اینکه پوشانندگیش خوبه؟,3,false,2016-02-28T00:03:48.7733333+00:00,مثبت,0.79,محصول,محصول
کرم پودر ایج ریواند,https://www.khanoumi.com/products/maybelline-instant-age-rewind-foundation-448,خانم رفیع عزیز / شماره های 220 و 290 این محصول را  با توجه به شرایطی که ذکر کردید  میتوانم پیشنهاد دهم.,1,false,2016-02-22T13:06:25.9666667+00:00,مثبت,0.67,محصول,محصول
