نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,این آبرسان هست و بعدش نیازه مرطوب کننده استفاده کنین,0,true,2025-12-03T20:14:10.1597035+03:30,خنثی,0.35,سایر,سایر
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,من از این کرم خیلی راضی هستم برای پوست من عالی بود,0,true,2025-12-03T18:15:05.7311216+03:30,مثبت,0.91,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,حالت چسبنده داره جذبش خوبه ولی ابرسانی به هیچ عنوان نداره پوست خشک و حساس جالب نیس اصن,0,false,2025-11-29T08:19:03.0162021+03:30,مثبت,0.79,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,هر دفعه زدم جوش زدم دیگه استفاده نمیکنم همینجوری بلا استفاده مونده,0,true,2025-11-28T17:34:42.7233644+03:30,خنثی,0.35,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,"خوب آبرسانی میکنه، پوست بعد استفاده چرب، چسبناک نمیشه
بیشتر از دو ساله که استفاده میکنم",0,true,2025-11-28T12:45:25.9038562+03:30,مثبت,0.67,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,من همیشه فقط از این آبرسان استفاده کردم و خواهم کرد.عالیه. فقط حجمش کمه کاش للاقل 75 میل بود,0,false,2025-11-27T01:25:20.6920988+03:30,مثبت,0.79,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,"پوست من مختلط و چربه 
سه سری ازین آب رسان استفاده کردم واقعا راضی ام بافت خیلی نرم با جذب عالی داره",0,true,2025-11-26T12:29:25.0216149+03:30,مثبت,0.91,محصول,محصول
کرم آبرسان مخصوص پوست چرب و مستعد آکنه 60 میلی لیتر,https://www.khanoumi.com/products/voche-hydrating-and-mattyfing-cream-for-oily-and-acne-prone-skin-60ml-32429,به ظاهر زود جذب و عالیع . اما از پزشک متخصص پوست پرسیدم گفتند اصلا خوب نیست,0,false,2025-11-25T11:39:45.1457286+03:30,منفی,0.67,محصول | تحویل و ارسال | اصل بودن کالا,اصل بودن کالا
کرم آبرسان مخصوص پوست خشک و معمولی 60میل,https://www.khanoumi.com/products/voche-hydrating-regenerting-silky-cream-for-normal-and-dry-skin-60ml-32430,"اصلا سنگین نیست 
رد سفیدی نمیزاره
پوست رو مات میکنه و خلاصه بگم که رضایتم رو جلب کرد
ممنون خانومی

",0,true,2024-07-10T16:07:16+00:00,خنثی,0.35,محصول | اصل بودن کالا,محصول
کرم آبرسان مخصوص پوست خشک و معمولی 60میل,https://www.khanoumi.com/products/voche-hydrating-regenerting-silky-cream-for-normal-and-dry-skin-60ml-32430,تازه دارم مصرف میکنم و عالیه راضیم مرسی خانومی,0,true,2024-07-10T16:05:40+00:00,مثبت,0.95,سایر,سایر
کرم آبرسان مخصوص پوست خشک و معمولی 60میل,https://www.khanoumi.com/products/voche-hydrating-regenerting-silky-cream-for-normal-and-dry-skin-60ml-32430,خیلی زود جذبه و یزرش برای کل پوستتون کافیه.بافتش شبیه سرمه و چسبناکه.اول موقع زدنش پوست من سوخت و قرمز شد. اما بعدش قرمزی و التهاب اکنه رو کاهش میده و برای یه روز کامل که دانشگاهم پوستمو مات نگه میداره. مهم ترین مزیتش گیاهی بودنشه و عوارض نداره,0,false,2024-06-27T20:33:18+00:00,خنثی,0.35,محصول,محصول
کرم آبرسان مخصوص پوست خشک و معمولی 60میل,https://www.khanoumi.com/products/voche-hydrating-regenerting-silky-cream-for-normal-and-dry-skin-60ml-32430,بوش زیاده و پوستمو می سوزونه و برای پوست خشک ابرسانیش کافی نیست,0,true,2024-06-24T17:41:51+00:00,خنثی,0.35,محصول,محصول
