نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,گل سرسبد همه ریمل ها,4,true,2018-06-09T23:08:23.0833333+00:00,منفی,0.67,سایر,سایر
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,یعنی به جرات میتونم بگم که کرمپودرهای قبل تو سوءتفاهم بود 😇 با وجودیکه که رنگ مناسب پوستم تمام شده بود و رنگ 30 کرم روشن رو خریدم، عااالی بود اصلا نیاز به پنکک دیگه ندارم ،کاملا مات و فاقد چربی و خیلی قشنگ روی پوست میخوابه ،واقعا از خانومی تشکر میکنم که این امکان رو به ما میده که با خیال راحت لوازم آرایش اصل و خوب رو بخریم ,11,true,2018-03-07T23:19:25.6766667+00:00,مثبت,0.91,محصول | اصل بودن کالا,محصول
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,خانوما من قبلاً اورال استفاده میکردم ۱۲× خیلی راضی بودم این مثل اون هست آیا ؟میخوام سفارش بدم اگه خوبه,15,false,2018-02-03T16:15:56.61+00:00,مثبت,0.79,محصول,محصول
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,"چرا این قدررررر کمممم تخفیف خورده ۱۰۰۰ تومن فقط؟؟؟؟؟؟؟؟؟؟؟؟؟
لطفاا یکممم بیشتررر بذارین تو شانس ۱۰۱۰ با تخفیف بیشتر",22,false,2018-01-25T11:43:06.9533333+00:00,خنثی,0.35,قیمت,قیمت
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,خانومی جونم لطفا این محصولو بذارین تو شانس ۱۰۱۰ لطفا یکمی تخفیف بدین بههههههشش عالیه من خیللللللیی میخوامش منتظرم تخفیف بخوره,17,false,2018-01-21T19:36:12.9633333+00:00,ترکیبی,0.74,قیمت | محصول,قیمت
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,چرا کرم پودر شو شارژ نمیکنین,0,true,2018-01-04T01:27:43.9033333+00:00,خنثی,0.35,محصول,محصول
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,شانس لطفا,3,true,2018-01-03T14:19:33.8366667+00:00,خنثی,0.35,سایر,سایر
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,"واقعا عالیه من چشمام خیل حساس ولی با این ریمل هیچ مشکلی ندارم  از هر لحاظ عالیه ممنون لطفا شانس 
مرسی خانمی",3,true,2017-12-20T08:45:22.58+00:00,مثبت,0.95,سایر,سایر
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,این ریمل عالیه، حتی بدون فرمژه، مژه ها عالی میشن ماندگاری بالا واقعا بی نظیره  پیشنهاد میکنم حتما بخرید . ممنون از خانمی,5,true,2017-12-10T11:35:05+00:00,مثبت,0.91,محصول,محصول
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,"واقعا دوست داشتنیه. خیلی سبکه اصلا حس نمیشه. حجم دهندگیشم عالیه. ولی نمیشه گفت نمیریزه. میریزه ولی اونقدر نه که به خاطرش بیخیال این ریمل بشید. و اینکه حتما باید طریقه ی درست زدنش رو‌بلد باشید. پیج اینستای رسمی دو سه طریقه استفاده اشو گذاشته.
مرسی خانمی",3,true,2017-12-09T09:01:40.2233333+00:00,منفی,0.95,محصول | اصل بودن کالا,اصل بودن کالا
ریمل حجم دهنده پانک حجم 13 میلی لیتر,https://www.khanoumi.com/products/doucce-punk-volumizer-mascara-4429,چراچیزی که تموم شده رومیگذاریدتوی لیست؟,5,true,2017-11-09T22:37:30.9366667+00:00,خنثی,0.35,محصول,محصول
