نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,برای فیکس کردن سایه چشمم ازش استفاده میکنم,0,false,2026-04-05T02:28:33.7313152+03:30,منفی,0.67,اصل بودن کالا,اصل بودن کالا
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,خیلی خیلی عالیه برای منی که صبح زود میزنم بیرون و تا شب باید ارایشم فیکس بمونه بهترین انتخاب بود,0,true,2026-04-01T14:26:15.7981961+03:30,مثبت,0.79,محصول | اصل بودن کالا,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,"پوستم بعد از استفاده خیلی سبک می‌مونه.  
اصلا حس چسبندگی نداره.  
خیلی حس خوبی میده.",0,false,2026-03-30T02:11:57.7280714+03:30,مثبت,0.79,محصول | اصل بودن کالا,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,"اسپری خیلی نرم روی صورت می‌شینه.  
کاملا یکنواخت پخش میشه.  
کیفیتش واقعا خوبه.",0,false,2026-03-30T02:10:08.8042868+03:30,مثبت,0.79,محصول,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,بیشتر آرایش پاک میکرد تا فیکس,0,true,2026-03-06T19:40:17.3054755+03:30,منفی,0.67,اصل بودن کالا,اصل بودن کالا
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,رایحه خیلی کمو ملایمی داره ،خنک هست رو پوست ،سبکه، چند لایه میزنم ،مدت زیادیه استفادش کردم و ازهمه مهمتره اینکه بااین محصول میکاپم دیگه کیکی و بدشکل نمیشه،پوست من مختلط هست ،دوامش هم بیشتراز 4 ساعت بود برای من که تحرک زیادی دارم,0,true,2026-03-02T20:39:00.393863+03:30,مثبت,0.67,محصول,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,بعد از اسپری کردنش روی پوستم احساس تازگی میکنم,0,false,2026-02-10T19:25:22.5766491+03:30,خنثی,0.35,محصول,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,خیلی استفاده ازش ازش راحته و تاثیرش عالیه,0,false,2026-02-10T19:24:54.5213547+03:30,مثبت,0.79,سایر,سایر
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,قبل از آرایش برای رطوبت پوستم ازش اسپری میکنم و بعد از آرایش هم برای ماندگاری بهتر آرایشم استفاده میکنم,0,false,2026-01-28T23:37:09.5780599+03:30,خنثی,0.35,محصول,محصول
اسپری فیکس آرایشی 100میل,https://www.khanoumi.com/products/geno-biotic-mist-and-fix-makeup-spray-100ml-31974,خط لبخندم خیلی چروک میوفتاد ولی وقتی اینو میزنم اینجوری نمیشه. قبل ارایش و بعد از ارایش اسپری میکنم. از سر اسپری خوشم نمیاد خیلی روی یک نقطه متمرکز هست خوب پخش نمیکنه اما درکل راضیم,0,true,2026-01-22T09:50:36.714628+03:30,مثبت,0.67,سایر,سایر
