نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,"تااااا ااااااابد بهترررررررین کرم 
برای پوست خشک و اگزما چندین ساله یکی از بهترین انتخابام بوده و مدام شارژ میکنم عاااالیه
 برای اگزما  فقط همین جوابه نه هیچ پمادی",0,false,2025-07-14T00:54:08.6672803+00:00,ترکیبی,0.66,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بهترین کرم برای خشکی پوست,0,true,2025-06-20T23:22:07.4441326+00:00,مثبت,0.67,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عالی,0,true,2025-05-10T20:15:28.1283186+00:00,مثبت,0.67,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,مادرم نسبت به نور خورشید پوست دستش حساس شده و گاهی که استفاده از ضدآفتاب رو فراموش میکنه و پوستش ملتهب میشه این کرم عالیه واسش و بویی هم نداره خیلی خوبه از این لحاظ,0,true,2025-05-04T16:35:33.1923567+00:00,منفی,0.67,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عااالی,0,true,2025-05-01T21:39:05.3061617+00:00,خنثی,0.35,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بسیار پوست رو‌ نرم میکنه و اینکه هیچ‌ بویی نداره و این میتونه مزیت برای بعضی افراد باشه,0,true,2025-04-27T13:54:16.0909915+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,"احساس نرمی ابریشم
لطافت فوق العاده 
ثمین دوست بزرگ و کوچک",0,true,2025-04-06T11:58:16.8118832+00:00,مثبت,0.67,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی خوبه لطفا تخفیفش رو بیشتر کنید,0,false,2025-04-05T10:47:53.4158874+00:00,مثبت,0.91,قیمت,قیمت
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی چربه نمیشه ب جایی دست زد بعد از استفاده ازش,0,true,2025-03-29T17:30:31.7924391+00:00,خنثی,0.35,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بسیار عالی,0,true,2025-03-23T12:43:03.8057847+00:00,مثبت,0.67,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عالیه بینظیره,0,false,2025-02-28T00:32:12.9466112+00:00,مثبت,0.79,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,کساییکه دستاشوو خشک و خراب شده، بهتر قبل خواب اول مرطوب کننده بزنند ،بعد کرم ثمین روش بزنند،عالیه. این کرم برای حساسیتهای شدید پوست ،بشرطی که زیرش مرطوب کننده بزنی عالیه,0,false,2025-02-12T11:05:44.7117947+00:00,مثبت,0.95,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,سلام وقت بخیر،اگه امکانش هست هرموقع موجود شد اطلاع بدید.ممنون,0,false,2025-01-20T15:19:15.8357189+00:00,ترکیبی,0.66,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,واقعا عالی بود اولش چرب میشه دستم اما بعد چند دقیقه از بین میره و برای 24 ساعت دستام نرمه,0,false,2025-01-15T10:15:37.2444054+00:00,مثبت,0.79,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی چربه و اصلا خشکی دستم رو برطرف نکرد راضی نبودم,0,false,2025-01-14T20:53:22.5746308+00:00,خنثی,0.35,محصول | اصل بودن کالا,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,برای کسایی که مشکل خشکی شدید دارن واقعا قویه و خوبه,0,true,2025-01-03T12:25:59.9995612+00:00,مثبت,0.79,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,"واسه مامانم گرفتم پوست دستشون خشک بود 
این مدت که استفاده کردن پوستشون عالی شده",0,true,2025-01-02T22:27:18.749764+00:00,مثبت,0.67,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بعنوان لوسیون و درمان پوست مرغی برای بازوهام گرفتم ولی رضایتمند نبود..بوی بدی نداره ولی خوشایندم نیس، حجمشم زودتموم شد با اینکه صدمیل بود.. کرم پمپی نارگیلی شون بمن بیشتر جواب داد,0,false,2024-12-31T16:20:48.0427765+00:00,مثبت,0.79,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عالیه,0,true,2024-12-16T22:53:04.6481369+00:00,مثبت,0.79,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی حوبه,0,true,2024-12-16T07:02:15.0959654+00:00,خنثی,0.35,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,از وقتی 16 هزار تومن بود میخرمش ،تنها کرمی که اگزمای منو درمان کرد,0,true,2024-12-03T12:51:54.5723074+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,برای بار دومه که شارژرش میکنم و واقعاً عالیه .همه ی خانواده من از این کرم استفاده  میکنن . تو مدت زمان کم اثر می‌زاره ولی استفاده طولانی مدت پوست دست رو تیره می‌کنه. بازم شارژرش میکنم,0,true,2024-11-27T08:48:24.5435034+00:00,مثبت,0.79,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,برای دست من که دوسالی هست اگزمای شدید دارم و هیچ چیزی خوبش نکرد و تاثیری براش نداشت،مثه معجزه عمل کرد و در مدت کوتاه تاثیر گذاشت,0,true,2024-11-27T08:44:05.6784002+00:00,مثبت,0.67,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,به محض استفاده در کوتاه مدت تاثیرش عالیه ولی استفاده طولانی مدتش باعث تیرگی پوست میشه,0,false,2024-11-16T12:06:13.1250902+00:00,مثبت,0.79,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,لطفا موجود  کنید,0,true,2024-10-26T08:51:49.1155495+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,گاهی پوست دستم دچار اگزما میشه یا در اثر شستشوی زیاد قرمز و ملتهب میشه این کرم بهترین درمان برای اینجور مواقع هست.,0,true,2024-10-20T13:52:32.3225464+00:00,مثبت,0.67,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,واقعا مشکل خشکی پوست رو حل میکنه,0,false,2024-10-13T16:11:08.2837668+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,من این رو از خانومی نخریدم ولی برای دستای خشک هم خیلی خوب هست نسبت به قیمتش,0,false,2024-10-08T15:44:49.6597036+00:00,مثبت,0.79,قیمت,قیمت
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,"این کرم رو چندین بار از داروخانه خریدم برای خشکی شدید پوست عالیه
این دفعه از خانومی که تخفیف داشت سفارش دادم
همیشه تو تخفیف داشته باش خانومی",0,true,2024-10-02T10:43:45.1833333+00:00,مثبت,0.79,محصول | قیمت,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بنظرم فقط وقتی روی پوسته نرم میکنه. درمان نمیکنه منو,0,true,2024-09-26T12:47:55+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلیییق خوبه این محصول برای خشکی شدید ,0,false,2024-09-25T04:39:11+00:00,مثبت,0.79,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خشکی رو خوب از بین میبره اما طبق توضیحات روی جعبه، پارابن داره.,0,true,2024-09-18T22:32:10+00:00,مثبت,0.67,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی راضیم برای باردوم از سایت خانومی سفارش دادم برای پوست خشک و اگزما واقعا معجزه میکنه، کاش تخفیفش بیشتر میشد,0,true,2024-09-17T08:35:30+00:00,مثبت,0.79,محصول | قیمت,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,"خیلی کرم خوبیه 
برای پوست های چرب و حتی اونهایی که دیابت دارند و از هر مرطوب کننده ای نمی تونن استفاده منند خیلی خوبه",0,true,2024-08-29T15:36:27+00:00,مثبت,0.95,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عالیه ، مخصوصا اگه دستاتون اگزما داره خیلی پیشنهاد میکنم بهتون,0,false,2024-08-27T15:54:02+00:00,مثبت,0.95,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,این کرم عالی هستش،من یه مدت دستم اگزوما زده بود،ازش استفاده کردم بد چند روز خوب شد,0,false,2024-08-24T10:36:27+00:00,ترکیبی,0.74,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,خیلی غلیظ و چربه من برای دستم خریده بودم اما برای آرنج دارم استفاده میکنم ,0,true,2024-08-12T14:55:59+00:00,خنثی,0.35,محصول,محصول
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,اگه میشه بازم تخفیف اش رو زیاد کنید من سفارش بدم,0,false,2024-06-22T13:46:19+00:00,منفی,0.67,قیمت,قیمت
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,عالیهههه,0,true,2024-06-18T22:05:42+00:00,مثبت,0.79,سایر,سایر
کرم نرم کننده اوسرین و اوره 10%,https://www.khanoumi.com/products/samin-urea-10-emolient-cream-21243,بافت محصول خیلی غلیظ و چربه ولی برای حساسیتم خیلی مفید بود,0,true,2024-06-12T18:23:48+00:00,خنثی,0.35,محصول,محصول
