نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,موجودش کنیددد😔هرچی من میخوام که تموم شده.,0,false,2017-12-05T16:08:52.19+00:00,خنثی,0.35,محصول,محصول
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,شارژش کنید لطفا من از سبد خریدم حذف شد میخوامش😟😟😟,0,true,2017-11-30T13:01:43.0433333+00:00,منفی,0.67,سایر,سایر
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,"من ٧ ماهه باردارم و هر روز از اين محصول استفاده ميكنم،و خيلي راضيم ...
تا حالا هم نه تنها اصلا هيچ تركي نخوردم  بلكه پوست شكمم هم شفاف تر شده",4,false,2017-11-26T00:22:19.62+00:00,مثبت,0.91,محصول | اصل بودن کالا,محصول
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,لطفا موجودش كنيد,6,true,2017-11-15T11:06:15.21+00:00,خنثی,0.35,محصول,محصول
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,لطفا موجود كنيد,8,true,2017-11-14T02:10:03.0733333+00:00,خنثی,0.35,محصول,محصول
روغن ترمیم کننده پوست 60میل,https://www.khanoumi.com/products/bio-oil-specialist-skincare-19140,لطفاااا شارژش کنید.خیلی منتظرش بودم ولی تموم شد زود :(,10,false,2017-11-13T20:04:35.39+00:00,خنثی,0.35,محصول,محصول
کرم  ویتامین سی 200 میلی  لیتر,https://www.khanoumi.com/products/jey-cream-19142,کرم خوبی هست بافتش به صورتی هست که انگار یک لایه روس پوست میگیره ولی زود جذب پوست میشه، میزان چربیش هم خوب هست,1,true,2022-09-20T15:25:48+00:00,مثبت,0.79,محصول,محصول
کرم  ویتامین سی 200 میلی  لیتر,https://www.khanoumi.com/products/jey-cream-19142,رو خود محصول مشخصه نوشته 200ml,1,false,2018-11-17T17:21:21.1566667+00:00,خنثی,0.35,محصول,محصول
کرم  ویتامین سی 200 میلی  لیتر,https://www.khanoumi.com/products/jey-cream-19142,سلام چرا زدین دویست میلی. ولی تو اطلاعات محصول. خورده. پنجاه میلی. الان کدوم حجم درسته ؟,0,false,2018-10-22T12:40:18.8666667+00:00,خنثی,0.35,محصول,محصول
کرم  مولتی ویتامین,https://www.khanoumi.com/products/jey-cream-19143,نمیدونم چی بگم انتظار خفن بودن نداشته باشین برا دم دستی خوبه کارخاصی نمیکنه,0,true,2026-04-13T02:12:56.9305393+03:30,خنثی,0.35,محصول,محصول
