نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
ادوپرفیوم زنانه Emporia حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-emporia-eau-de-parfum-for-woman-100ml-30685,لطفاً موجود کنید خیلی وقت منتظرم ؟,0,false,2024-11-08T16:44:28.2777888+00:00,خنثی,0.35,محصول,محصول
ادوپرفیوم زنانه Emporia حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-emporia-eau-de-parfum-for-woman-100ml-30685,لطفاً موجود کنید خیلی وقت منتظرم ؟,0,false,2024-11-03T14:42:42.1508921+00:00,خنثی,0.35,محصول,محصول
ادوپرفیوم زنانه Emporia حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-emporia-eau-de-parfum-for-woman-100ml-30685,من چندمین باره این عطرو شارژ میکنم امکان نداره ازاین عطر زده باشمو جایی برم و اسمشو نپرسن یا بهم نگن که عطرم خیلی خوشبوعه ماندگاری نسبتا خوبی داره ولی خط بوش عالیه و من به شدت راضی ام بوش گرمو شیرین و خیلی خاصه ,0,true,2024-04-30T18:58:16+00:00,مثبت,0.95,محصول,محصول
ادوپرفیوم زنانه Emporia حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-emporia-eau-de-parfum-for-woman-100ml-30685,من این محصول رو سفارش دادم و تایید شد،اما بعد از ارسال حذف شده.و من پول رو پرداخت کردم چطور این بی مسئولیتی جبران میشه؟!,0,true,2023-12-06T23:45:47+00:00,خنثی,0.35,محصول | تحویل و ارسال,محصول
ادوپرفیوم زنانه Emporia حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-emporia-eau-de-parfum-for-woman-100ml-30685,بوی گرم و شیرینی داره...من دوست داشتم ,0,false,2023-11-23T11:53:06+00:00,مثبت,0.67,محصول,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,بوی بهشت میده,0,true,2025-11-22T20:49:21.9887768+03:30,خنثی,0.35,محصول,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,لطفا دوباره موجود کنید برا همه فصول مناسب,0,true,2025-04-28T06:42:32.3859653+00:00,خنثی,0.35,محصول,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,بوی عالی. با اینکه شرکتیه، ولی با عطر اصلی تفاوتی نداره. لطفا موجود بشه دوباره.,0,true,2024-10-12T08:14:33.5692749+00:00,مثبت,0.79,محصول | اصل بودن کالا,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,"ادوپرفیوم زنانه فراگرنس ورد عطری زنانه با رایحه شیرین و خنک است که بیشتر برای فصول بهار و تابستان مناسب است. ساختار رایحه این عطر طبیعی، خوراکی و میوهای است به همین دلیل بسیاری از بانوان به آن علاقه مند خواهند شد. پخش بوی این عطر متوسط است به همین دلیل برای استفاده روزانه و مراسم های رسمی گزینه ای مناسب است.
",0,false,2022-12-05T10:21:54+00:00,خنثی,0.35,محصول,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,بوش ملایمه و ماندگاریش خیلی کمه,0,true,2021-06-28T13:29:55+00:00,خنثی,0.35,محصول,محصول
ادو پرفیوم زنانه Evidence حجم 80 میل,https://www.khanoumi.com/products/fragrance-world-evidence-eau-de-parfum-for-women-80ml-30686,بوی مشابه به عطر miss cute داشت و ماندگاری متوسط و پخش بوی خوب داشت.,0,true,2020-08-24T10:37:06+00:00,مثبت,0.67,محصول,محصول
ادو پرفیوم مردانه Aventos Blue For Him حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-aventos-blue-for-him-eau-de-parfum-for-men-100ml-30690,بی شک بهترین,0,true,2025-02-04T21:16:44.0172788+00:00,مثبت,0.67,سایر,سایر
ادوپرفیوم زنانه Flora حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-flora-eau-de-parfum-for-women-100ml-30693,بی نظیره موجود بشه,0,true,2026-02-20T14:11:31.7673939+03:30,خنثی,0.35,محصول,محصول
ادوپرفیوم زنانه Flora حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-flora-eau-de-parfum-for-women-100ml-30693,لطفاً شارژ بشه خیلی خیلی عالی هرجا میرفتم میگفتن اسم عطرت چیه 4بار خریدم ولی دیگه پیداش نمیکنم,0,true,2025-06-27T18:57:05.5423195+00:00,مثبت,0.67,محصول,محصول
ادوپرفیوم زنانه Flora حجم 100 میل,https://www.khanoumi.com/products/fragrance-world-flora-eau-de-parfum-for-women-100ml-30693,لطفا اینکارو مجدد از شرکت اماراتی موجود کنید من عاشق بوش بودم هم خودم ازتون خریدم هم دوباره دوتا کادو گرفتم ازتون و هدیه بردم و هنوز از بوی خوبش تعریف میکنن,0,true,2025-05-16T01:26:10.221476+00:00,مثبت,0.67,محصول,محصول
