نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
رژ لب مدل Long Wearing وزن 5 گرمی,https://www.khanoumi.com/products/flormar-long-wearing-lipstick-4656,خوش رنگ بود. ماندگاریش هم خوب بود,5,true,2016-03-02T11:21:27.6466667+00:00,مثبت,0.79,محصول,محصول
رژ لب مدل Long Wearing وزن 5 گرمی,https://www.khanoumi.com/products/flormar-long-wearing-lipstick-4656,shans bezarin lotfan,5,false,2016-02-11T20:49:18.8933333+00:00,خنثی,0.35,سایر,سایر
رژ لب مدل Long Wearing وزن 5 گرمی,https://www.khanoumi.com/products/flormar-long-wearing-lipstick-4656,shans bezarin lotfan,4,false,2016-02-11T20:49:18.2066667+00:00,خنثی,0.35,سایر,سایر
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,لطفا رنگ 525 رو بازم شارژ کنید,0,true,2023-12-18T15:41:04+00:00,خنثی,0.35,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,خیلی رژلب عالیییی هستش بافت نرم و مخملی داره لطفا بازم شارژش کنید,0,true,2023-12-18T14:30:50+00:00,مثبت,0.67,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,رنگ 510 رو سفارش داده بودم که هیچ ربطی به رنگ توصیف شده ش ( قرمز عنابی ) نداشت، یه قرمز خیلی جیغ و بدرنگ بود، اصلا از این خرید راضی نبودم,4,true,2022-12-14T13:13:00+00:00,منفی,0.67,محصول | اصل بودن کالا,اصل بودن کالا
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,اولین ویژگی مهمی که این رژلب داشت و نظر من رو به خودش جلب کرد، ماندگاری بالای اون بود. بدون این که ماسیده بشه و یا دور دهنم پخش بشه خیلی عالی و خوب روی لب باقی موند و لب هامو نرم و لطیف کرد. این محصول یکی از گزینه های عالی برای استفاده روزانه است. من رنگ بنفشش رو استفاده می کنم و خیلی راضی هستم,4,false,2022-12-10T09:01:18+00:00,ترکیبی,0.92,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,رنگ 516 خوب بود ولی بسیار لب را خشک میکند,6,true,2022-11-21T11:07:26+00:00,مثبت,0.79,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,خیلی نرم و خوبه,3,false,2020-04-19T18:48:53+00:00,مثبت,0.79,سایر,سایر
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,منم دارم شماره512رو خیلی نرم و خوبه رنگشم نمیره و مجبور نیستی هی تمدیدش کنی من راضیم ازش,12,false,2018-03-29T16:42:43.6966667+00:00,خنثی,0.35,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,"ن م:
برند خوبیه و رنگ گلبهیش رو من از این سایت تهیه کردم ک قشنگم هست و تو آف بود.اما با توجه به اسم سوپر شاین فکر میکردم شیمر یا شاین داشته باشه مثل اکلیل داخلش... فقط اگر ممکنه توضیح بدید تو شب جلوش چه تغییری داره و چی میشه؟",21,false,2018-02-15T12:05:25.05+00:00,ترکیبی,0.71,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,عالیه عالیع عالی.خیل ی خوشرنگه.البته من البالویی تیره گرفتم که بیشتر شبیه سرخابیه تیرس,4,true,2018-02-07T11:24:00.0533333+00:00,مثبت,0.95,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,لطفا رنگ۵۱۷رو مجدد شارژ کنید,0,false,2017-04-05T18:17:29.22+00:00,خنثی,0.35,محصول,محصول
رژ لب جامد سوپر شاین,https://www.khanoumi.com/products/flormar-super-shine-lipstick-4657,"اصلا هیچ براقیتی نداره چه برسه به super shine و از اون رژهاست که وقتی پاکش میکنی تا مدتی همچنان ته مونده رنگش رو لب میمونه پ فکر کنم استفاده روزانه لب رو اذیت و خشک کنه. 
خیلی بده من چندمین باره که به توضیحات و تبلیغات خانومی درباره محصولات اعتماد میکنم ولی بعد خرید میبینم اصلا اون طور که توضیح دادن نیست. :(",16,true,2016-02-02T18:57:01.19+00:00,ترکیبی,0.87,محصول | اصل بودن کالا,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,سلام برای عید بقیه رنگهای رژ فلورمار رو میارین ؟,0,true,2024-02-28T10:23:37+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,من کشمیر رو گرفتم و خیلی راضیام ، خیلی رنگ قشنگی داره و کیفیت خوبی . پوست لب رو ترک ترکنمیکنه و گوله همنمیشه رو لب . موندگاری خوبی همداره ,0,true,2023-02-07T21:48:16+00:00,مثبت,0.95,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,رنگ سرخابی روشن رو سفارش دادم،روی لب پررنگ تر از سرخابی روشنه،جنس رژ خوبه نرمه و راحت زده میشه، ماندگاریش هم نسبت به اینکه رژ جامده خوبه در حد 7 8 ساعت با خوردن و نوشیدن محتاناطه. شکل رژ رو خیلی دوس دارم تکراری نیس و چند رنگ دیگه اش رو خواهم خرید.,0,true,2022-12-18T15:22:52+00:00,مثبت,0.95,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"البته من از خانومی بخاطر محصولات خوب و تخفیفات عالیش خیلی ممنونم
من تو مدت کم کلی خرید کردم ازتون و از همه شون راضیم فقط کاش با توجه به مبلغ خرید تعداد و یا مبلغ اشانتیون هارو افزایش بدید ",68,false,2018-04-06T21:12:26.2633333+00:00,مثبت,0.95,محصول | قیمت,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"رنگ نارنجی این رژ رو بعنوان اشانتیون تو خرید بالای ۶۰۰ تومن انتخاب کردم ولی وقتی مبلغ رو واریز کردم دیدم از خریدم حذف شده
موقع انتخاب اشانتیون نوشته که شما سه تا از محصولات و بعنوان اشانتیون میتونی انتخاب کنی ولی فقط اجازه انتخاب یک اشانتیون رو داری که اونم متاسفانه از خریدم حذف شد",24,false,2018-04-06T21:06:07.4966667+00:00,منفی,0.67,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,رنگهای موجود در کاتولوگ‌خانومی صحیح نیستند.مثلا من Dc۲۱رو دارم خیللللی روشن تر از رنگیه که اینجاست......یادمه فقط بنفشش اکلیل داره و انصافا برای جاهای خاص شیکه.......پیشنهاد میدم:::: چه روژ چه کرم و....رو قبلا اسمش رو توی گوگل بزنید و رنگهاش رو چک کنید در تصاویر یا ویدئو ها بعد سفارش بدین.من همیشه این کار رو میکنم در خرید از تمام سایت و پیج ها و مشکلی نداشتم,53,false,2017-07-12T18:09:49.5966667+00:00,ترکیبی,0.66,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,یکی از بهترین روژها در این رده قیمته مدل کشمیر فلور مار.چندین رنگشو دارم ...دوستان دقت کنند که فیک فلور مار هم اومده و توی قشم و جزیره هنگام به پنج هزار تومن دارن می فروشن,5,false,2017-07-12T18:01:08.3966667+00:00,ترکیبی,0.66,محصول | اصل بودن کالا | قیمت,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,سلام.من پنج تا از روژای فلورمار رو گرفتم که به شدت ناراضی وناراحتم واقعا.من از این رژ رنگ قرمزش رو گرفتم که وقتی بازش میکنی واقعا قرمزه ولی میزنی رو لب یارو دست کاملا صورتی بد رنگ...واقعا جای تعجب داره چون رنگ خودش بارنگش رو لب فرق داره منظورم وبه احتمال زیاد تاریخش گذشته چون رنگ قرمز تاریخش که میگذره به صورتی بنفشِ بدرنگ تبدیل میشه رو لب هم میزنی میسوزه....,6,true,2017-05-17T22:15:19.04+00:00,ترکیبی,0.92,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,من این رنگ گوشتی خریدم ولی رنگش با عکس فرق داره خیلی چرا ,6,true,2017-03-22T16:32:42.36+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,خانومي عزيز در خصوص اكليل داشتن حداقل بهتر بود اطلاع رساني مي كرديد چون ديگه براي مصرف روزانه مناسب نيست,5,true,2017-03-11T09:38:09.11+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"سلام
منم خریدم ولی اول اینکه اکریلیک هست که اشاره نکردید.دوم من رنگ گوشتی سفارش دادم که سرخابی روشن از اب درومده.واصلا این جوابتون که میگین برین سایت اصلی رو چک کنید درست نیست.من به خانومی اعتماد میکنم و چیزی که میگید رو قبول می کنم اگر اینهمه وقت داشتم برم سایتای دیگه رو چک کنم چکاری که از اینجا خرید کنم
من خانومی رو بخاطر در دسترس بودن همه چیز در کنار هم دوست داشتم",10,true,2017-03-09T07:24:19.9533333+00:00,مثبت,0.91,محصول | اصل بودن کالا,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"سلام خسته نباشید
من این رژ رو قبلا خرید کردم ولی نه در عکس محصول و نه در توضیحاتی که دادین گفته نشده بود که رژ اکلیل داره و براقه ، متاسفانه بعد از استفاده متوجه شدم . خواهش میکنم این موارد رو درج بفرمایید تا در انتخابمون دقت بیشتری کنیم. سپاسگزارم.",9,false,2017-02-26T11:07:06.4966667+00:00,ترکیبی,0.71,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"خانم "" ملکی"" عزیز /  فروشگاه خانومی در خصوص ارائه رنگ های محصولات با سایت های مرجع و تولید کننده کاملا مطابقت دارد و ارائه این رنگ ها در هر فروشگاه و کاتالوگی با همین شمایل میباشد  . در خصوص تفاوت رنگی ایی که برای بعضی مشتریان پیش می آید میتوان به وضوح و کیفیت نمایش مانیتور ها اشاره داشت همچنین توصیه میشود جهت اطمینان از رنگ مورد نظرتان قبل از خرید به سایت های اصلی برند یا فروشگاه های معتبر خارجی مراجعه , رنگ ها را مشاهده و مقایسه کنید . سپس اقدام به خرید کنید",2,false,2016-12-12T13:42:22+00:00,مثبت,0.79,محصول | اصل بودن کالا,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,نظر دوستان درسته، این رژ پوشش دهی خوبی نداره و روی ترک های لب میماسه، در ضمن رنگش با نمونه رنگی که روی سایت هست هم فرق داره، من برای استفاده ازش با دو تا رژ دیگه قاطیش میکنم تا قابل استفاده میشه,11,true,2016-12-12T11:27:49.2566667+00:00,منفی,0.67,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,رنگ هاتون مشکل داره دوباره اسکن کنید لطفا مثلا رنگ بنفشش خیلی روشن تر از عکسه خیییییلیییییییی,17,true,2016-08-03T10:27:28.2133333+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"کاربر عزیز/ فروشگاه ""خانومی"" دارای ""نماد اعتماد الکترونیکی"" صادره از مرکز توسعه تجارت الکترنیکی میباشد که به این واسطه اصالت کلیه محصولات را کاملا تضمین میکند و نکته قابل توجه آنکه فروشگاه ""خانومی"" نمایندگی رسمی محصولات ""فلورمار "" میباشد از این رو نظریه فیک بودن این محصولات رد میشود .  ضمن آنکه رژ لب دلوکس کشمیر فلورمار ارگانیک و فاقد سرب نمیباشد اما میزان سرب موجود در آن کاملا استاندارد و تایید شده وزارت بهداشت ایران می باشد .  (اگر محصولی فاقد سرب باشد جهت اطلاع مشتریان عزیز  حتما در قسمت توضیحات درج خواهد شد ) .",2,false,2016-07-19T10:53:58+00:00,منفی,0.67,محصول | اصل بودن کالا,اصل بودن کالا
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,این رژ رو تازه سفارش دادم ولی اصلا رنگش خوب نیست تو ترکای ریز لب می مونه برعکس پوشش دهی که نوشتین اصلا پوشش نمیده. پر از سرب هم هست در حالی که فلورمار اصلا سرب نداره. مثل رژ لبای فیک و بی اسم و نشونه کاملا مشخص هست که جنسش افتضاحه,11,true,2016-07-19T08:32:37.1466667+00:00,منفی,0.95,محصول | اصل بودن کالا,اصل بودن کالا
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"خانم "" شمیرانی "" عزیز / رژ لب دلوکس کشمیر فلورمار همانطور که در توضیحات درج شده نمایی مخملی به لب میدهد و فاقد شاین و اکلیل است در صورت دارا بودن اکلیل در محصولات حتما در قسمت توضیحات محصول درج خواهد شد . ",0,false,2016-07-18T15:22:03.9466667+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,رنگی که سفارش دادم با چیزی که به دستم رسید خیلی فرق داشت، اصلا خوشم نیومد، خیلی بد رنگه، بهتر بود مینوشتین اکلیل داره,7,true,2016-07-14T16:15:01.5533333+00:00,ترکیبی,0.66,محصول | تحویل و ارسال | اصل بودن کالا,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"خانم زاهدی عزیز / حق با شماست . واحد مربوط به محض تامین نمونه با کیفیت  کالا سریعا رنگ بندی محصولات را تکمیل میکنند .ضمن آنکه بزودی بسیاری از محصولات نیز شارژ میشوند . و در خصوص  ارسال رایگان نیز با تشکر از اینکه انتقاد سازنده خود را با  ما  در میان گذاشتید .فروشگاه در زمان های مختلف کف خرید های متفاوتی برای ""ارسال رایگان "" در نظر میگیرد . که در حال حاضر 100000 تومان میباشد  و مدتی قبل 75000 تومان و 35000 تومان بوده است . ",2,false,2016-04-25T10:36:07.64+00:00,خنثی,0.35,محصول | تحویل و ارسال,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,"متاسفانه من هر رژ لبی رو باز میکنم خرید کنم رنگهاش تموم شده خواهشا تمام محصولات سایت رو موجود کنین خیلی چیزها موجود نیست از جمله بادی اسپلش ها و رنگبندی رژ لبها
و یه انتقادی هم دارم ارسال رایگان با بیش از 75 تومان بود که به بیش از 100 هزار تومان تغییر پیدا کرده واین خیلی بده یکمی هوای مشتری ها رو بیشتر داشته باشین لطفا",14,false,2016-04-24T21:23:54.6233333+00:00,منفی,0.91,محصول | تحویل و ارسال,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,چرا رنگاش کامل نیست من رنگ ک موجوده رو قبلا گرفتم ازتون تمدید کنید برای شانس رنگ هاشو ,7,true,2016-04-14T00:16:59.7933333+00:00,خنثی,0.35,محصول,محصول
رژ لب دلوکس کشمیر,https://www.khanoumi.com/products/flormar-deluxe-chashmere-lipstick-4658,لطفا رنگاشو موجود کنین,15,false,2016-03-07T10:47:08.6666667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,من شماره 211گرفتم کیفیتش عالیه و خیلی خوشرنگه، ولی اصلا نمیشه گفت مات هست و بیشتر تناژ صورتی داره تا قرمز یعنی رنگ صورتیش غالبه ولی خیلی خوشرنگه,0,true,2022-12-08T10:19:57+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,من ۲۱۱ رو خریدم خوش رنگه یکم از گوجه ای تیره تره ماندگاریش خوبه و ماته ,2,true,2020-04-12T01:51:58+00:00,مثبت,0.79,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,بافت و ماندگاری خوبی داره👌 من شماره 211 رو دارم,5,false,2019-10-14T22:42:02+00:00,مثبت,0.67,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,دوام خیلی بالایی داره و کاملا ماته ,5,false,2019-08-05T11:19:51.6066667+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,کاش رنگ بندی رو کامل کنین.  به نظرم 210 milk chokolate طبیعی و قشنگ ترین رنگشه لطفا موجود کنین,8,true,2019-08-02T17:36:16.5533333+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,این رژ دوام خوبی داره و از رنگ و مات بودنش خیلی خوش اومد ولی متاسفانه سرب داره,3,true,2018-03-13T22:34:56.94+00:00,ترکیبی,0.71,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,رنگ ۲۱۲ اصلا شبیه عکسش نیست و صورتی روشن هستش,0,true,2018-02-17T12:24:19.7933333+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,سلام. خانمی من 212 این  رژ رو همراه کای محصول دیگه سفارش دادم. همه چیز مثل همیشه خوب بود اما به جای این رژ برای من 512 سوپر شاینش رو فرستادید :(,1,true,2018-02-15T20:59:58.83+00:00,مثبت,0.79,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,ببخشید صورتی تیره کدوم شماره میشه؟,2,false,2016-12-29T01:18:48.65+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,اصلأ مات نیست,9,false,2016-12-16T19:57:11.2066667+00:00,منفی,0.67,اصل بودن کالا,اصل بودن کالا
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"خانم ""فلاحیان"" عزیز / رنگ های 201 و 211 از رژلب سوپر مات فلورمار هر دو دارای تناژ قرمز هستند . با این تفاوت که رنگ 211 کمی تیره و سیر تر است .",3,false,2016-10-18T09:56:48.6266667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"سلام
رنگ ۲۰۱ با ۲۱۱ چه تفاوتی داره؟",2,false,2016-10-18T01:12:57.4866667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,خانم ناجی عزیز/ شماره ۲۰۹ ته رنگ صورتی دارد و ۲۰۶ و ۲۰۸ قرمز هستند که ۲۰۸ پر رنگ تر است.,3,false,2016-10-13T22:22:09.6066667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,سلام شماره 209 چه رنگی میشه؟ و شماره 206 از شماره 208 پررنگ تره؟؟,2,true,2016-10-13T01:16:40.7866667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,""" زهرا "" عزیز / شماره 212 از رژلب سوپر مات فلورمار تناژ قرمز گوجه ایی دارد .",5,false,2016-08-28T10:47:25.4266667+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,شماره 212 چه تناژ رنگی میشه؟ ممنون,3,true,2016-08-28T00:31:38.7466667+00:00,مثبت,0.67,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"خانم "" ناجی "" عزیز / به 01- قهوه ای مسی  از  رژ لب مدادی مات گلدن رز میتوانید نگاهی بیاندازید ",6,false,2016-08-18T10:37:55.3433333+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,قهوه اي مسي كدوم شمارش ميشه؟ و اگه اين محصول مسي نداره توي كدوم رژ مات رنگ قهوه اي مسي ميتونم پيدا كنم؟,1,true,2016-08-17T18:27:19.8233333+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,من در سایتهای دیگه دیدم که بدنه سفید هم دارن.حتی سایت فلورمار ایران.پس مدلهای جدیدش سیاه رنگه.ممنون,4,false,2016-08-03T11:25:45.4433333+00:00,ترکیبی,0.66,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,سلام. ببخشید میشه بگید چرا بعضی از این سوپر ماتها بدنه ی سفید رنگ دارن و بعضی سیاه؟فرق دارن با هم؟,3,false,2016-08-02T23:51:58.6266667+00:00,منفی,0.67,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"خانم "" زبرجدی شیرازی "" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .رنگبندی محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت .",1,false,2016-07-25T13:25:34.9533333+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"شماره 210 در آینده شارژ میشه؟
",1,true,2016-07-25T11:03:37.5233333+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,کیفیت خیلی خوبی داره . من شماره 212 رو گرفتم و خیلی خوش رنگه :),2,true,2016-07-11T01:22:00.06+00:00,مثبت,0.79,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,کاربر عزیز / شماره 211 از رژلب سوپر مات فلورمار تناژ قرمز دارد . ,2,false,2016-07-10T18:00:51.3233333+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,شماره 211 تناژ قرمزه یا صورتی؟,2,false,2016-07-10T15:31:03.8933333+00:00,خنثی,0.35,سایر,سایر
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,نیلوفر عزیز / رنگ 207 از رژلب سوپر مات فلورمار از رنگ  204 کم رنگ تر است و در واقع صورتی کمرنگ میباشد . ,4,false,2016-05-21T10:05:44.5466667+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,"تفاوت رنگ شماره  204 و 207 چیه؟ من رنگ صورتی مایل به گلبهی مد نظرم هست
207 خیلی کمرنگ نیست؟ممنون میشم زودتر جواب بدید که بتونم برای خرید انتخاب کنم",3,false,2016-05-18T21:49:01.3733333+00:00,منفی,0.79,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,خانم هاشمی عزیز /  شماره 210 از این محصول دارای تناژ قهوه ایی ملایمی هست. ,2,false,2016-02-17T16:39:22.04+00:00,خنثی,0.35,محصول,محصول
رژلب سوپر مات,https://www.khanoumi.com/products/flormar-super-matte-lipstick-4659,كدوم رنگش تناژ قهوه اي داره؟,2,false,2016-02-17T15:34:11.5633333+00:00,خنثی,0.35,محصول,محصول
